"","Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe","submitted_species_name","name_validation","score","data_source_title"
"1822","No hay","planted",0,"<10cm planted","1628 1","1628","Mexico","FONCET","Restoration","Restoration","30x30",3791,2841,"main","Planted_30x30",NA,"Permanent",1,0,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1823","No hay","planted",0,"<10cm planted","1628 2","1628","Mexico","FONCET","Restoration","Restoration","30x30",3792,2842,"main","Planted_30x30",NA,"Permanent",2,2,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1824","No hay","planted",0,"<10cm planted","1632 1","1632","Mexico","FONCET","Restoration","Restoration","30x30",3793,2843,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1825","No hay","planted",0,"<10cm planted","1632 2","1632","Mexico","FONCET","Restoration","Restoration","30x30",3794,2844,"main","Planted_30x30",NA,"Permanent",2,2,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1826","No hay","planted",0,"<10cm planted","1624","1624","Mexico","FONCET","Restoration","Restoration","30x30",3795,2845,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1827","No hay","planted",0,"<10cm planted","1636","1636","Mexico","FONCET","Restoration","Restoration","30x30",3797,2847,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1828","No hay","planted",0,"<10cm planted","1636 - 2","1636 - 2","Mexico","FONCET","Restoration","Restoration","30x30",3798,2848,"main","Planted_30x30",NA,"Permanent",2,2,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1829","No hay","planted",0,"<10cm planted","1639","Roberto Nj1","Mexico","FONCET","Restoration","Restoration","30x30",3799,2849,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1830","No hay","planted",0,"<10cm planted","1903","1903","Mexico","FONCET","Restoration","Restoration","30x30",3800,2850,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1831","No hay","planted",0,"<10cm planted","1903","1903","Mexico","FONCET","Restoration","Restoration","30x30",3801,2851,"main","Planted_30x30",NA,"Permanent",2,2,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1832","No hay","planted",0,"<10cm planted","1639","Roberto Nj2","Mexico","FONCET","Restoration","Restoration","30x30",3802,2852,"main","Planted_30x30",NA,"Permanent",2,2,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1833","No hay","planted",0,"<10cm planted","1741","1741","Mexico","FONCET","Restoration","Restoration","30x30",3803,2853,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1834","No hay","planted",0,"<10cm planted","1741","1741","Mexico","FONCET","Restoration","Restoration","30x30",3804,2854,"main","Planted_30x30",NA,"Permanent",2,2,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1835","No hay","planted",0,"<10cm planted","1908","1908","Mexico","FONCET","Restoration","Restoration","30x30",3805,2855,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1836","No hay","planted",0,"<10cm planted","1908","1908","Mexico","FONCET","Restoration","Restoration","30x30",3806,2856,"main","Planted_30x30",NA,"Permanent",2,2,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1837","No hay","planted",0,"<10cm planted","1736","1736","Mexico","FONCET","Restoration","Restoration","30x30",3807,2857,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1838","No hay","planted",0,"<10cm planted","1623","1623","Mexico","FONCET","Restoration","Restoration","30x30",3808,2858,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1839","No hay","planted",0,"<10cm planted","1623","1623","Mexico","FONCET","Restoration","Restoration","30x30",3809,2859,"main","Planted_30x30",NA,"Permanent",2,2,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1840","No hay","planted",0,"<10cm planted","1618","1618","Mexico","FONCET","Restoration","Restoration","30x30",3810,2860,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1841","No hay","planted",0,"<10cm planted","1905","1905","Mexico","FONCET","Restoration","Restoration","30x30",3813,2898,"main","Planted_30x30",NA,"Permanent",1,2,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1842","No hay","planted",NA,"<10cm planted","1905","1905 1","Mexico","FONCET","Restoration","Restoration","30x30",3814,2899,"main","Planted_30x30",NA,"Permanent",2,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1843","No hay","planted",0,"<10cm planted","1902 2","1902 2","Mexico","FONCET","Restoration","Restoration","30x30",3815,2900,"main","Planted_30x30",NA,"Permanent",2,2,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1844","No hay","planted",0,"<10cm planted","1902 1","1902","Mexico","FONCET","Restoration","Restoration","30x30",3816,2901,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1845","No hay","planted",0,"<10cm planted","1740","1740","Mexico","FONCET","Restoration","Restoration","30x30",3817,2902,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2","Y0","No hay","Needs Review",NA,NA
"1846","No hay","planted",0,"<10cm planted","1740","1740","Mexico","FONCET","Restoration","Restoration","30x30",3818,2903,"main","Planted_30x30",NA,"Permanent",2,2,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1847","No hay","planted",0,"<10cm planted","1416 3","REBISO-ADVC-AC--FONCET 3","Mexico","FONCET","Restoration","Restoration","30x30",3819,2904,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1848","No hay","planted",0,"<10cm planted","1416 5","REBISO-ADVC-AC--FONCET 5","Mexico","FONCET","Restoration","Restoration","30x30",3820,2905,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1849","No hay","planted",0,"<10cm planted","1416 4","REBISO-ADVC-AC--FONCET 4","Mexico","FONCET","Restoration","Restoration","30x30",3821,2906,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1850","No hay","planted",0,"<10cm planted","1416 1","REBISO-ADVC-AC--FONCET","Mexico","FONCET","Restoration","Restoration","30x30",3823,2908,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2","Y0","No hay","Needs Review",NA,NA
"1851","No hay","planted",0,"<10cm planted","1416 6","REBISO-ADVC-AC--FONCET 5","Mexico","FONCET","Restoration","Restoration","30x30",3824,2909,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1852","No hay","planted",0,"<10cm planted","1625","Victorino 1","Mexico","FONCET","Restoration","Restoration","30x30",3825,2910,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1853","No hay","planted",0,"<10cm planted","1625","Gregorio 2","Mexico","FONCET","Restoration","Restoration","30x30",3826,2911,"main","Planted_30x30",NA,"Permanent",2,2,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1854","No hay","planted",0,"<10cm planted","1626 1","1626","Mexico","FONCET","Restoration","Restoration","30x30",3827,2912,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1855","No hay","planted",0,"<10cm planted","1416 9","REBISO-ADVC-AC--FONCET 9","Mexico","FONCET","Restoration","Restoration","30x30",3828,2913,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1856","No hay","planted",0,"<10cm planted","1416 8","REBISO-ADVC-AC--FONCET 8","Mexico","FONCET","Restoration","Restoration","30x30",3829,2914,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1857","No hay","planted",0,"<10cm planted","1416 7","REBISO-ADVC-AC--FONCET 7","Mexico","FONCET","Restoration","Restoration","30x30",3830,2915,"main","Planted_30x30",NA,"Permanent",1,1,"Los árboles se plantaron con una separación de 3 m por 2 m","Y0","No hay","Needs Review",NA,NA
"1858","0","planted",0,"<10cm planted","S11","P682","Guatemala","Fedecovera","Restoration","Restoration","30x30",3831,2921,"main","Planted_30x30",NA,"Permanent",0,0,"3*3","Y0","0","Needs Review",NA,NA
"1859","Mario","planted",1,"<10cm planted","1678","P2 Zapotal","Mexico","FONCET","Restoration","Restoration","30x30",3833,2985,"main","Planted_30x30",NA,"Permanent",0,0,"Si
","Y0","Mario","Needs Review",NA,NA
"1860","0","planted",0,"<10cm planted","1568","1568","Mexico","UCIRI","Restoration","Restoration","30x30",3839,3079,"main","Planted_30x30",NA,"Permanent",0,0,"Los arboles se plantaron con una separación de 3m ×3m","Y0","0","Needs Review",NA,NA
"1861","0","planted",0,"<10cm planted","1559","1559-1","Mexico","UCIRI","Restoration","Restoration","30x30",3840,3080,"main","Planted_30x30",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 3m ×3m","Y0","0","Needs Review",NA,NA
"1862","0","planted",0,"<10cm planted","1567","1567-1","Mexico","UCIRI","Restoration","Restoration","30x30",3841,3081,"main","Planted_30x30",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 3m × 3m","Y0","0","Needs Review",NA,NA
"1863","0","planted",0,"<10cm planted","1564","1564-1","Mexico","UCIRI","Restoration","Restoration","30x30",3842,3083,"main","Planted_30x30",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 3 m por 3 m","Y0","0","Needs Review",NA,NA
"1864","0","planted",0,"<10cm planted","1563","1563-1","Mexico","UCIRI","Restoration","Restoration","30x30",3843,3084,"main","Planted_30x30",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 3m × 3m","Y0","0","Needs Review",NA,NA
"1865","0","planted",0,"<10cm planted","1556","1556-","Mexico","UCIRI","Restoration","Restoration","30x30",3844,3085,"main","Planted_30x30",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 3m × 3m","Y0","0","Needs Review",NA,NA
"1866","0","planted",0,"<10cm planted","1550","1550-1","Mexico","UCIRI","Restoration","Restoration","30x30",3845,3086,"main","Planted_30x30",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 3 m por 3 m","Y0","0","Needs Review",NA,NA
"1867","Lambinana (nom scientifique ?)","Present",1,"<1cm","1761","ATKC005","Madagascar","CI Madagascar","Control","Control","1x1",29,63,"main","Nested_1x1",NA,NA,0,2,NA,"Y0","Lambinana (nom scientifique ?)","Needs Review",NA,NA
"1868","Mtondo","planted",15,"<10cm planted","180","M23","Malawi","Wells for Zoe","Restoration","Restoration","1x1",89,293,"main","Nested_1x1",NA,"Randomized",0,0,"2m by 2m","Y0","Mtondo","Needs Review",NA,NA
"1869","Coffe","Present",1,"<1cm","1222","1222-2","Mexico","Macuiles","Restoration","Restoration","1x1",93,325,"main","Nested_1x1",NA,"Permanent",0,0,"Se plantaron a una distancia de 4m por 5m.","Y0","Coffe","Needs Review",NA,NA
"1870",NA,NA,0,NA,"1871","S0128MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",152,817,"main","Nested_1x1",NA,"Permanent",0,0,"2*2","Y0",NA,"Needs Review",NA,NA
"1871",NA,"Present",NA,"<1cm","1851","S0108MP12","Madagascar","Taotsara","Restoration","Restoration","1x1",155,858,"main","Nested_1x1",NA,"Permanent",0,2,"5m*5m","Y0",NA,"Needs Review",NA,NA
"1872",NA,"don_t_know",NA,"<1cm","1831","S0088MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",157,883,"main","Nested_1x1",NA,"Permanent",0,0,"2*2","Y0",NA,"Needs Review",NA,NA
"1873","Fandridambo","Present",1,"<1cm","1851","S0108","Madagascar","Taotsara","Restoration","Restoration","1x1",162,926,"main","Nested_1x1",NA,"Permanent",0,2,"5m*5m","Y0","Fandridambo","Needs Review",NA,NA
"1874",NA,"planted",NA,"<10cm planted","1851","S018MP36","Madagascar","Taotsara","Restoration","Restoration","1x1",176,1005,"main","Nested_1x1",NA,"Permanent",2,2,"2m*2m","Y0",NA,"Needs Review",NA,NA
"1875",NA,"planted",NA,"<10cm planted","1851","S018MP36","Madagascar","Taotsara","Restoration","Restoration","1x1",177,1005,"main","Nested_1x1",NA,"Permanent",2,2,"2m*2m","Y0",NA,"Needs Review",NA,NA
"1876",NA,"planted",NA,"<10cm planted","1851","S018MP36","Madagascar","Taotsara","Restoration","Restoration","1x1",178,1005,"main","Nested_1x1",NA,"Permanent",2,2,"2m*2m","Y0",NA,"Needs Review",NA,NA
"1877",NA,"planted",NA,"<10cm planted","1851","S0108MP37","Madagascar","Taotsara","Restoration","Restoration","1x1",180,1006,"main","Nested_1x1",NA,"Permanent",2,2,"2m*2m","Y0",NA,"Needs Review",NA,NA
"1878",NA,"planted",NA,"<10cm planted","1851","S0108MP37","Madagascar","Taotsara","Restoration","Restoration","1x1",181,1006,"main","Nested_1x1",NA,"Permanent",2,2,"2m*2m","Y0",NA,"Needs Review",NA,NA
"1879",NA,"planted",NA,"<10cm planted","1851","S0108MP37","Madagascar","Taotsara","Restoration","Restoration","1x1",182,1006,"main","Nested_1x1",NA,"Permanent",2,2,"2m*2m","Y0",NA,"Needs Review",NA,NA
"1880",NA,"planted",NA,"<10cm planted","1851","S0108MP38","Madagascar","Taotsara","Restoration","Restoration","1x1",184,1007,"main","Nested_1x1",NA,"Permanent",2,2,"5m*5m","Y0",NA,"Needs Review",NA,NA
"1881",NA,"planted",NA,"<10cm planted","1851","S0108MP40","Madagascar","Taotsara","Restoration","Restoration","1x1",187,1009,"main","Nested_1x1",NA,"Permanent",2,2,"3m*6m","Y0",NA,"Needs Review",NA,NA
"1882",NA,"planted",NA,"<10cm planted","1851","S0108MP76","Madagascar","Taotsara","Restoration","Restoration","1x1",189,1010,"main","Nested_1x1",NA,"Permanent",2,2,"3m*6m","Y0",NA,"Needs Review",NA,NA
"1883",NA,"planted",NA,"<10cm planted","1851","S0108MP77","Madagascar","Taotsara","Restoration","Restoration","1x1",191,1011,"main","Nested_1x1",NA,"Permanent",2,2,"3m*6m","Y0",NA,"Needs Review",NA,NA
"1884",NA,"naturally_regenerating",NA,"<1cm","1821","S0078MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",195,1014,"main","Nested_1x1",NA,"Permanent",2,2,"7m*7m","Y0",NA,"Needs Review",NA,NA
"1885",NA,"Present",NA,"<1cm","1821","S0078MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",196,1014,"main","Nested_1x1",NA,"Permanent",2,2,"7m*7m","Y0",NA,"Needs Review",NA,NA
"1886",NA,"naturally_regenerating",NA,"<1cm","1821","S0078MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",199,1015,"main","Nested_1x1",NA,"Permanent",2,1,"5m*5m","Y0",NA,"Needs Review",NA,NA
"1887",NA,"planted",NA,"<10cm planted","1821","S0078MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",200,1017,"main","Nested_1x1",NA,"Permanent",2,2,"3m*6m","Y0",NA,"Needs Review",NA,NA
"1888",NA,"naturally_regenerating",NA,"<1cm","1821","S0078MP13","Madagascar","Taotsara","Restoration","Restoration","1x1",209,1024,"main","Nested_1x1",NA,"Permanent",2,2,"5m * 5m","Y0",NA,"Needs Review",NA,NA
"1889",NA,"naturally_regenerating",NA,"<1cm","1821","S0078MP13","Madagascar","Taotsara","Restoration","Restoration","1x1",210,1024,"main","Nested_1x1",NA,"Permanent",2,2,"5m * 5m","Y0",NA,"Needs Review",NA,NA
"1890",NA,"planted",NA,"<10cm planted","1821","S0078MP14","Madagascar","Taotsara","Restoration","Restoration","1x1",213,1025,"main","Nested_1x1",NA,"Permanent",2,2,"2m * 2m","Y0",NA,"Needs Review",NA,NA
"1891",NA,"planted",NA,"<10cm planted","1821","S0078MP14","Madagascar","Taotsara","Restoration","Restoration","1x1",214,1025,"main","Nested_1x1",NA,"Permanent",2,2,"2m * 2m","Y0",NA,"Needs Review",NA,NA
"1892",NA,"naturally_regenerating",NA,"<1cm","1821","S0078 MP15","Madagascar","Taotsara","Restoration","Restoration","1x1",216,1026,"main","Nested_1x1",NA,"Permanent",2,2,"3m* 6m","Y0",NA,"Needs Review",NA,NA
"1893",NA,"planted",NA,"<10cm planted","1821","S0078MP17","Madagascar","Taotsara","Restoration","Restoration","1x1",219,1028,"main","Nested_1x1",NA,"Permanent",2,0,"2m * 2m","Y0",NA,"Needs Review",NA,NA
"1894",NA,"planted",NA,"<10cm planted","1821","S0078MP17","Madagascar","Taotsara","Restoration","Restoration","1x1",220,1028,"main","Nested_1x1",NA,"Permanent",2,0,"2m * 2m","Y0",NA,"Needs Review",NA,NA
"1895",NA,"planted",NA,"<10cm planted","1821","S0078MP17","Madagascar","Taotsara","Restoration","Restoration","1x1",221,1028,"main","Nested_1x1",NA,"Permanent",2,0,"2m * 2m","Y0",NA,"Needs Review",NA,NA
"1896",NA,"naturally_regenerating",NA,"<1cm","1821","S0078MP18","Madagascar","Taotsara","Restoration","Restoration","1x1",224,1029,"main","Nested_1x1",NA,"Permanent",2,0,"7m * 7m","Y0",NA,"Needs Review",NA,NA
"1897",NA,"planted",NA,"<10cm planted","1825","S0082MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",225,1030,"main","Nested_1x1",NA,"Permanent",2,1,"2m * 2m","Y0",NA,"Needs Review",NA,NA
"1898",NA,"planted",NA,"<10cm planted","1825","S0082MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",226,1030,"main","Nested_1x1",NA,"Permanent",2,1,"2m * 2m","Y0",NA,"Needs Review",NA,NA
"1899",NA,"planted",NA,"<10cm planted","1825","S0082MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",228,1031,"main","Nested_1x1",NA,"Permanent",2,1,"3m* 6m","Y0",NA,"Needs Review",NA,NA
"1900",NA,"planted",NA,"<10cm planted","1828","S0085MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",231,1032,"main","Nested_1x1",NA,"Permanent",2,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1901",NA,"planted",NA,"<10cm planted","1828","S0085MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",232,1032,"main","Nested_1x1",NA,"Permanent",2,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1902",NA,"naturally_regenerating",NA,"<1cm","1828","S0085MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",233,1032,"main","Nested_1x1",NA,"Permanent",2,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1903",NA,"planted",NA,"<10cm planted","1828","S0085MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",234,1033,"main","Nested_1x1",NA,"Permanent",2,1,"3m* 6m","Y0",NA,"Needs Review",NA,NA
"1904",NA,"naturally_regenerating",NA,"<1cm","1829","S0082MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",237,1035,"main","Nested_1x1",NA,"Permanent",2,2,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1905",NA,"planted",NA,"<10cm planted","1859","S0116MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",240,1036,"main","Nested_1x1",NA,"Permanent",2,2,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1906",NA,"planted",NA,"<10cm planted","1859","S0116MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",241,1036,"main","Nested_1x1",NA,"Permanent",2,2,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1907",NA,"planted",NA,"<10cm planted","1859","S0116MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",242,1036,"main","Nested_1x1",NA,"Permanent",2,2,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1908",NA,"planted",NA,"<10cm planted","1870","S0127MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",245,1037,"main","Nested_1x1",NA,"Permanent",2,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1909",NA,"planted",NA,"<10cm planted","1870","S0127MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",247,1038,"main","Nested_1x1",NA,"Permanent",2,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1910",NA,"planted",NA,"<10cm planted","1870","S0127MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",248,1038,"main","Nested_1x1",NA,"Permanent",2,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1911",NA,"planted",NA,"<10cm planted","1870","S0117MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",251,1040,"main","Nested_1x1",NA,"Permanent",0,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1912",NA,"planted",NA,"<10cm planted","1870","S0117MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",252,1040,"main","Nested_1x1",NA,"Permanent",0,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1913",NA,"planted",NA,"<10cm planted","1870","S0127MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",253,1041,"main","Nested_1x1",NA,"Permanent",2,0,"5m * 5m","Y0",NA,"Needs Review",NA,NA
"1914",NA,"planted",NA,"<10cm planted","1870","S0127MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",254,1041,"main","Nested_1x1",NA,"Permanent",2,0,"5m * 5m","Y0",NA,"Needs Review",NA,NA
"1915",NA,"planted",NA,"<10cm planted","1870","S0127MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",255,1041,"main","Nested_1x1",NA,"Permanent",2,0,"5m * 5m","Y0",NA,"Needs Review",NA,NA
"1916",NA,"planted",NA,"<10cm planted","1870","S0127MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",256,1041,"main","Nested_1x1",NA,"Permanent",2,0,"5m * 5m","Y0",NA,"Needs Review",NA,NA
"1917",NA,"planted",NA,"<10cm planted","1870","S0127MP6","Madagascar","Taotsara","Restoration","Restoration","1x1",258,1042,"main","Nested_1x1",NA,"Permanent",2,2,"2m * 2m","Y0",NA,"Needs Review",NA,NA
"1918",NA,"planted",NA,"<10cm planted","1872","S0129MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",260,1043,"main","Nested_1x1",NA,"Permanent",2,2,"5m * 5m","Y0",NA,"Needs Review",NA,NA
"1919",NA,"naturally_regenerating",NA,"<1cm","1872","S0129MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",261,1043,"main","Nested_1x1",NA,"Permanent",2,2,"5m * 5m","Y0",NA,"Needs Review",NA,NA
"1920",NA,"planted",NA,"<10cm planted","1872","S0129MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",262,1044,"main","Nested_1x1",NA,"Permanent",2,2,"3m* 3m","Y0",NA,"Needs Review",NA,NA
"1921",NA,"planted",NA,"<10cm planted","1872","S0129MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",263,1045,"main","Nested_1x1",NA,"Permanent",2,2,"5m * 5m","Y0",NA,"Needs Review",NA,NA
"1922",NA,"planted",NA,"<10cm planted","1872","S0129MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",264,1045,"main","Nested_1x1",NA,"Permanent",2,2,"5m * 5m","Y0",NA,"Needs Review",NA,NA
"1923",NA,"planted",NA,"<10cm planted","1872","S0129MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",266,1046,"main","Nested_1x1",NA,"Permanent",2,2,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1924",NA,"planted",NA,"<10cm planted","1891","S0148MP38","Madagascar","Taotsara","Restoration","Restoration","1x1",268,1047,"main","Nested_1x1",NA,"Permanent",2,2,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1925",NA,"planted",NA,"<10cm planted","1891","S0148MP38","Madagascar","Taotsara","Restoration","Restoration","1x1",269,1047,"main","Nested_1x1",NA,"Permanent",2,2,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1926",NA,"planted",NA,"<10cm planted","1890","S0147MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",272,1049,"main","Nested_1x1",NA,"Permanent",2,2,"5m *5m","Y0",NA,"Needs Review",NA,NA
"1927",NA,"naturally_regenerating",NA,"<1cm","1890","S0147MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",273,1049,"main","Nested_1x1",NA,"Permanent",2,2,"5m *5m","Y0",NA,"Needs Review",NA,NA
"1928",NA,"planted",NA,"<10cm planted","1890","S0147MP6","Madagascar","Taotsara","Restoration","Restoration","1x1",275,1050,"main","Nested_1x1",NA,"Permanent",2,2,"2m * 2m","Y0",NA,"Needs Review",NA,NA
"1929",NA,"planted",NA,"<10cm planted","1890","S0147MP6","Madagascar","Taotsara","Restoration","Restoration","1x1",276,1050,"main","Nested_1x1",NA,"Permanent",2,2,"2m * 2m","Y0",NA,"Needs Review",NA,NA
"1930",NA,"naturally_regenerating",NA,"<1cm","1890","S0147MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",278,1052,"main","Nested_1x1",NA,"Permanent",2,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1931",NA,"planted",NA,"<10cm planted","1890","S0147MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",279,1052,"main","Nested_1x1",NA,"Permanent",2,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1932",NA,"planted",NA,"<10cm planted","1890","S0147MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",280,1052,"main","Nested_1x1",NA,"Permanent",2,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1933",NA,"planted",NA,"<10cm planted","1890","S0147MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",281,1052,"main","Nested_1x1",NA,"Permanent",2,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1934",NA,"planted",NA,"<10cm planted","1890","S0147MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",282,1052,"main","Nested_1x1",NA,"Permanent",2,0,"2m* 2m","Y0",NA,"Needs Review",NA,NA
"1935",NA,"planted",NA,"<10cm planted","1851","S0108mp27","Madagascar","Taotsara","Restoration","Restoration","1x1",284,1055,"main","Nested_1x1",NA,"Permanent",2,2,"2*2","Y0",NA,"Needs Review",NA,NA
