"Species","Tree_Type","size_class","Timeframe","Country","Organization_Name","Site_ID","Plot_ID","SiteType","Plot_Size","tree_index","main_index","_30x30_Plot_TreeIDNumber","_30X30_Plot_TreeTrunk","_30x30_Plot_TreeDBH","_parent_table_name","origin_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","Restoration_Technique"
"Melanoxylon brauna","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",231,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Randia armata","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",232,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Croton floribundus","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",233,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",234,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Margaritaria nobilis","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",235,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Eschweilera ovata","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",236,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",237,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Melanoxylon brauna","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",238,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Annona silvestris","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",239,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Annona silvestris","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",240,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Swartzia polida","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",241,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Melanoxylon brauna","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",242,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Xylopia aromatica","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",243,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Ormosia sp","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",244,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Annona silvestris","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",245,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Allophylus sericeus","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",246,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Annona silvestris","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",247,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Guatteria sp","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",248,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",249,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Copaífera sp","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",250,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Melanoxylon brauna","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",251,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",252,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Byrsonima crassifolia","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",253,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",254,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",255,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",256,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",257,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",258,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",259,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Tapirira guianensis","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",260,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Casearia sylvestris","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",261,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Jacaranda ulei","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",262,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Jacaranda ulei","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",263,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Nectandra sp","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",264,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Annona silvestris","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",265,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Xylopia aromatica","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",266,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Jacaranda ulei","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",267,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Lecythis lurida","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",268,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Annona silvestris","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",269,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Melanoxylon brauna","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",270,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Melanoxylon brauna","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",271,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",272,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Syagrus botryophora","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",273,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Inga subnuda","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",274,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Melanoxylon brauna","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",275,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Coccoloba alnifolia","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",276,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Melanoxylon brauna","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",277,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Annona silvestris","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",278,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Melanoxylon brauna","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",279,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Melanoxylon brauna","Present",">10cm","Y0","Brazil","GANB","P10- RN 180","P10- RN 180","Restoration","30x30",280,17,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"Heisteria sp","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",281,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Andira sp","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",282,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Vismia latifolia","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",283,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Guapira nitida","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",284,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Xylopia aromatica","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",285,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Pradosia lactescens","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",286,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Inga affinis","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",287,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Emmotum nitens","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",288,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Inga affinis","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",289,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Chrysophyllum grandiflora","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",290,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Inga affinis","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",291,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Andira fraxinifolia","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",292,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Chrysophyllum grandiflora","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",293,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Alseis floribunda","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",294,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Zanthoxylum nemorale","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",295,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Thyrsodium spruceanum","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",296,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Thyrsodium spruceanum","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",297,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Inga edulis","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",298,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Xylopia frutescens","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",299,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Caesalpinia sp","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",300,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Lecythis pisonis","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",301,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Swartzia polida","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",302,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Swartzia polida","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",303,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Jacaranda ulei","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",304,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Aspidosperma discolor","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",305,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Swartzia polida","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",306,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Desconhecida","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",307,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Pera glabrata","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",308,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Heisteria sp","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",309,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Chrysophyllum grandiflora","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",310,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Desconhecida","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",311,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Pterocarpus rhorii","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",312,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Diospyros sp","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",313,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Ceiba speciosa","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",314,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Dulacia papillosa","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",315,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Inga affinis","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",316,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Plinia sp","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",317,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Ocotea sp","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",318,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Aspidosperma polyneuron","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",319,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Vatairea heteroptera","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",320,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Margaritaria nobilis","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",321,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Chrysophyllum grandiflora","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",322,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Tabebuia sp","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",323,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Pera heteranthera","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",324,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Ceiba speciosa","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",325,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Handroanthus albus","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",326,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Lecythis pisonis","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",327,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Himatanthus phagedaenicus","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",328,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Eugenia sp","Present",">10cm","Y0","Brazil","GANB","P7- RN 180","P7- RN 180","Restoration","30x30",329,18,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Casearia commersoniana","Present",">10cm","Y0","Brazil","GANB","P8-ENR-180","P8-ENR-180","Restoration","30x30",330,19,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Casearia commersoniana","Present",">10cm","Y0","Brazil","GANB","P8-ENR-180","P8-ENR-180","Restoration","30x30",331,19,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Jacaranda ulei","Present",">10cm","Y0","Brazil","GANB","P8-ENR-180","P8-ENR-180","Restoration","30x30",332,19,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Cupania vernalis","Present",">10cm","Y0","Brazil","GANB","P8-ENR-180","P8-ENR-180","Restoration","30x30",333,19,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Eschweilera ovata","Present",">10cm","Y0","Brazil","GANB","P8-ENR-180","P8-ENR-180","Restoration","30x30",334,19,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Xylopia aromatica","Present",">10cm","Y0","Brazil","GANB","P8-ENR-180","P8-ENR-180","Restoration","30x30",335,19,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Eschweilera ovata","Present",">10cm","Y0","Brazil","GANB","P8-ENR-180","P8-ENR-180","Restoration","30x30",336,19,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Miconia sp","Present",">10cm","Y0","Brazil","GANB","P8-ENR-180","P8-ENR-180","Restoration","30x30",337,19,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Byrsonima sericea","Present",">10cm","Y0","Brazil","GANB","P8-ENR-180","P8-ENR-180","Restoration","30x30",338,19,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Balizia pedicellare","Present",">10cm","Y0","Brazil","GANB","P8-ENR-180","P8-ENR-180","Restoration","30x30",339,19,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","4x3"
"Zanthoxylum nemorale","Present",">10cm","Y2.5","Brazil","GANB","P8 RN - 165","P8RN - 165ha","Restoration","30x30",340,20,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","P8 RN - 165","P8RN - 165ha","Restoration","30x30",341,20,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Thyrsodium spruceanum","Present",">10cm","Y2.5","Brazil","GANB","P8 RN - 165","P8RN - 165ha","Restoration","30x30",342,20,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Eugenia sp","Present",">10cm","Y2.5","Brazil","GANB","P8 RN - 165","P8RN - 165ha","Restoration","30x30",343,20,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Cordia sp","Present",">10cm","Y2.5","Brazil","GANB","P8 RN - 165","P8RN - 165ha","Restoration","30x30",344,20,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Eschweilera ovata","Present",">10cm","Y2.5","Brazil","GANB","P8 RN - 165","P8RN - 165ha","Restoration","30x30",345,20,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Inga edulis","Present",">10cm","Y2.5","Brazil","GANB","P8 RN - 165","P8RN - 165ha","Restoration","30x30",346,20,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Pati","Present",">10cm","Y2.5","Brazil","GANB","P8 RN - 165","P8RN - 165ha","Restoration","30x30",347,20,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Annona silvestris","Present",">10cm","Y2.5","Brazil","GANB","P8 RN - 165","P8RN - 165ha","Restoration","30x30",348,20,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","P8 RN - 165","P8RN - 165ha","Restoration","30x30",349,20,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Syagrus botryophora","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",350,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",351,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Byrsonima sericea","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",352,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",353,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Syagrus botryophora","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",354,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Melanoxylon brauna","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",355,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Syagrus botryophora","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",356,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",357,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",358,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Inga edulis","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",359,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Emmotum nitens","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",360,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
