"","tree_data._index","tree_data._parent_index","tree_data._parent_table_name","tree_data.Data_type","tree_data.Number_of_trees","tree_data.Species","tree_data.Tree_type","tree_data.plot_type","tree_data._parent_table"
"1",1,41,"main","group_an2yk58","0","Avicenna Marina (>9.9cm DBH)","Present","30x30m",NA
"2",2,41,"main","group_an2yk58","90","Avicenna Marina (1-9.9cm DBH)","Present","30x30m",NA
"3",3,41,"main","group_an2yk58","0","Avicenna Marina (<1 DBH)","Present","30x30m",NA
"4",4,42,"main","group_an2yk58","9","Avicennia marina (130-250cm)","Present","30x30m",NA
"5",5,43,"main","group_an2yk58","48","Avicennia marina (<130cm)","Present","30x30m",NA
"6",6,44,"main","group_an2yk58","15","Avicennia marina (<130cm)","Present","30x30m",NA
"7",7,45,"main","group_an2yk58","1","Bauhinia variegata L.","Present","30x30m",NA
"8",8,45,"main","group_an2yk58","2","Artocarpus blancoi  (Elmer) Merr.","Present","30x30m",NA
"9",9,45,"main","group_an2yk58","1","Buchanania arborescens (Blume)","Present","30x30m",NA
"10",10,45,"main","group_an2yk58","1","Buchanania nitida","Present","30x30m",NA
"11",11,45,"main","group_an2yk58","2","Alstonia scholaris (L.)","Present","30x30m",NA
"12",12,45,"main","group_an2yk58","1","Artocarpus anisophyllus Miq","Present","30x30m",NA
"13",13,45,"main","group_an2yk58","1","Sandoricum vidalii Merr.","Present","30x30m",NA
"14",14,45,"main","group_an2yk58","1","Tristaniopsis decorticata (Merr.)","Present","30x30m",NA
"15",15,45,"main","group_an2yk58","2","Acacia mangium","Present","30x30m",NA
"16",16,45,"main","group_an2yk58","1","Artocarpus heterophyllous","Present","30x30m",NA
"17",17,45,"main","group_an2yk58","6","Alangium javanicum","Present","30x30m",NA
"18",18,45,"main","group_an2yk58","1","Litsea glutinosa","Present","30x30m",NA
"19",19,46,"main","group_an2yk58","1","Myristica philippinensis","Present","30x30m",NA
"20",20,46,"main","group_an2yk58","1","Swietenia foxworthyi","Present","30x30m",NA
"21",21,46,"main","group_an2yk58","1","Mitrephora lanotan","Present","30x30m",NA
"22",22,46,"main","group_an2yk58","3","Palaquium luzoniense","Present","30x30m",NA
"23",23,46,"main","group_an2yk58","3","Alangium javanicum","Present","30x30m",NA
"24",24,46,"main","group_an2yk58","3","Dysoxylum cumingianum","Present","30x30m",NA
"25",25,46,"main","group_an2yk58","8","Neonauclea formicaria","Present","30x30m",NA
"26",26,46,"main","group_an2yk58","1","Kokoona ochracea","Present","30x30m",NA
"27",27,47,"main","group_an2yk58","3","Dipterocarpus grandiflorus","Present","30x30m",NA
"28",28,47,"main","group_an2yk58","1","Sapium luzonicum","Present","30x30m",NA
"29",29,47,"main","group_an2yk58","1","Calophyllum blancoi Pl. & Tr.","Present","30x30m",NA
"30",30,47,"main","group_an2yk58","1","Myristica philippinensis","Present","30x30m",NA
"31",31,47,"main","group_an2yk58","1","Terminalia calamansanai","Present","30x30m",NA
"32",32,47,"main","group_an2yk58","1","Toona calantas","Present","30x30m",NA
"33",33,47,"main","group_an2yk58","2","Goniocheton arborescens","Present","30x30m",NA
"34",34,47,"main","group_an2yk58","1","Tritaxis malayana","Present","30x30m",NA
"35",35,47,"main","group_an2yk58","1","Mitrephora lanotan","Present","30x30m",NA
"36",36,47,"main","group_an2yk58","1","Syzygium antisepticum","Present","30x30m",NA
"37",37,47,"main","group_an2yk58","4","Pometia pinnata","Present","30x30m",NA
"38",38,47,"main","group_an2yk58","4","Atuna racemosa","Present","30x30m",NA
"39",39,47,"main","group_an2yk58","1","Beilschmedia glomerata","Present","30x30m",NA
"40",40,47,"main","group_an2yk58","1","Nephelium rambutan","Present","30x30m",NA
"41",41,49,"main","group_an2yk58","1","Pangium edule","Present","30x30m",NA
"42",42,49,"main","group_an2yk58","3","Dehaasia triandra","Present","30x30m",NA
"43",43,49,"main","group_an2yk58","1","Swintonia foxworthyi","Present","30x30m",NA
"44",44,49,"main","group_an2yk58","1","Artocarpus anisophyllus Miq.","Present","30x30m",NA
"45",45,49,"main","group_an2yk58","1","Sapium luzonicum","Present","30x30m",NA
"46",46,49,"main","group_an2yk58","1","Neonauclea formicaria","Present","30x30m",NA
"47",47,49,"main","group_an2yk58","1","Syzygium nervosum","Present","30x30m",NA
"48",48,49,"main","group_an2yk58","1","Beilschmedia glomerata","Present","30x30m",NA
"49",49,49,"main","group_an2yk58","1","Alangium javanicum","Present","30x30m",NA
"50",50,49,"main","group_an2yk58","1","Terminalia nitens C.Presl","Present","30x30m",NA
"51",51,49,"main","group_an2yk58","1","Pometia pinnata","Present","30x30m",NA
"52",52,49,"main","group_an2yk58","1","Dimorphocalyx luzoniensis","Present","30x30m",NA
"53",53,53,"main","group_an2yk58","2","Butea monosperma","naturally_regenerating","30x30m",NA
"54",54,54,"main","group_an2yk58","2","Azadirachta indica","Present","30x30m",NA
"55",55,55,"main","group_an2yk58","2","Acacia auriculiformis","planted","30x30m",NA
"56",56,55,"main","group_an2yk58","1","Azadirachta indica","planted","30x30m",NA
"57",57,56,"main","group_an2yk58","22","Acacia auriculiformis","Present","30x30m",NA
"58",58,56,"main","group_an2yk58","3","Azadirachta indica","Present","30x30m",NA
"59",59,58,"main","group_an2yk58","1","Litsea glutinosa","Present","30x30m",NA
"60",60,58,"main","group_an2yk58","1","Bauhinia variegata L.","Present","30x30m",NA
"61",61,58,"main","group_an2yk58","2","Artocarpus blancoi  (Elmer) Merr.","Present","30x30m",NA
"62",62,58,"main","group_an2yk58","1","Buchanania arborescens (Blume)","Present","30x30m",NA
"63",63,58,"main","group_an2yk58","1","Buchanania nitida","Present","30x30m",NA
"64",64,58,"main","group_an2yk58","2","Alstonia scholaris (L.)","Present","30x30m",NA
"65",65,58,"main","group_an2yk58","1","Artocarpus anisophyllus Miq.","Present","30x30m",NA
"66",66,58,"main","group_an2yk58","1","Tristaniopsis decorticata (Merr.)","Present","30x30m",NA
"67",67,58,"main","group_an2yk58","2","Acacia mangium","Present","30x30m",NA
"68",68,58,"main","group_an2yk58","1","Artocapus heteropyllus","Present","30x30m",NA
"69",69,58,"main","group_an2yk58","6","Alangium javanicum","Present","30x30m",NA
"70",70,58,"main","group_an2yk58","1","Sandoricum vidalii Merr.","Present","30x30m",NA
"71",71,59,"main","group_an2yk58","1","Eucalyptus","don_t_know","30x30m",NA
"72",72,60,"main","group_an2yk58","5","Eucalyptus","Present","30x30m",NA
"73",73,61,"main","group_an2yk58",NA,"Pas d'arbres inventoriées : Plus de 10cm(DBH)",NA,"30x30m",NA
"74",74,62,"main","group_an2yk58",NA,"Pas d'arbres plus de 10cm (DBH)",NA,"30x30m",NA
"75",75,63,"main","group_an2yk58",NA,"pas d'espece",NA,"30x30m",NA
"76",76,64,"main","group_an2yk58","4","Inga vera","Present","30x30m",NA
"77",77,64,"main","group_an2yk58","3","Inga edulis","Present","30x30m",NA
"78",78,64,"main","group_an2yk58","1","Ternstroemia sylvstica","Present","30x30m",NA
"79",79,65,"main","group_an2yk58","4","Inga vera","Present","30x30m",NA
"80",80,65,"main","group_an2yk58","1","Inga edulis","Present","30x30m",NA
"81",81,65,"main","group_an2yk58","5","Vernonia patens","Present","30x30m",NA
"82",82,66,"main","group_an2yk58","8","Vernonia patens","Present","30x30m",NA
"83",83,66,"main","group_an2yk58","2","Inga vera","Present","30x30m",NA
"84",84,67,"main","group_an2yk58","1","Artocarpus anisophyllus Miq.","Present","30x30m",NA
"85",85,67,"main","group_an2yk58","1","Terminalia calamansanai","Present","30x30m",NA
"86",86,67,"main","group_an2yk58","1","Intsia bijuga","Present","30x30m",NA
"87",87,67,"main","group_an2yk58","1","Alstonia scholaris (L.)","Present","30x30m",NA
"88",88,67,"main","group_an2yk58","1","Mitrephora lanotan","Present","30x30m",NA
"89",89,67,"main","group_an2yk58","1","Dipterocarpus grandiflorus","Present","30x30m",NA
"90",90,68,"main","group_an2yk58","4","Cedrela odorata","Present","30x30m",NA
"91",91,68,"main","group_an2yk58","8","Bursera simaruba","Present","30x30m",NA
"92",92,68,"main","group_an2yk58","1","Bursera copallifera","Present","30x30m",NA
"93",93,68,"main","group_an2yk58","1","Cochlospermum vitifolium","Present","30x30m",NA
"94",94,68,"main","group_an2yk58","1","Heamatoxylum campechianum","Present","30x30m",NA
"95",95,69,"main","group_an2yk58","1","Enterolobium cuclocarpum","Present","30x30m",NA
"96",96,69,"main","group_an2yk58","1","Ulmus mexicana","Present","30x30m",NA
"97",97,69,"main","group_an2yk58","3","Quercus rugosa nee","Present","30x30m",NA
"98",98,69,"main","group_an2yk58","2","Conostegia xalaprnsis","Present","30x30m",NA
"99",99,69,"main","group_an2yk58","1","Presea cuerulea","Present","30x30m",NA
"100",100,69,"main","group_an2yk58","2","Bursera simaruba","Present","30x30m",NA
"101",101,69,"main","group_an2yk58","1","Leucaena leucocephala","Present","30x30m",NA
"102",102,69,"main","group_an2yk58","1","
Chysophyllum cainito","Present","30x30m",NA
"103",103,70,"main","group_an2yk58","11","Quercus rugosa nee","Present","30x30m",NA
"104",104,70,"main","group_an2yk58","2","Pinus oocarpa","Present","30x30m",NA
"105",105,70,"main","group_an2yk58","2","Brysonima crassifolia","Present","30x30m",NA
"106",106,71,"main","group_an2yk58","22","Quercus rugosa nee","Present","30x30m",NA
"107",107,71,"main","group_an2yk58","2","Pinus oocarpa","Present","30x30m",NA
"108",108,71,"main","group_an2yk58","1","Brysonima crassifolia","Present","30x30m",NA
"109",109,72,"main","group_an2yk58","14","Quercus rugoza nee","Present","30x30m",NA
"110",110,72,"main","group_an2yk58","1","Pinus oocarpa","Present","30x30m",NA
"111",111,72,"main","group_an2yk58","2","Acacia caven","Present","30x30m",NA
"112",112,72,"main","group_an2yk58","3","Brysonima crassifolia","Present","30x30m",NA
"113",113,73,"main","group_an2yk58","6","Bursera simaruba","Present","30x30m",NA
"114",114,73,"main","group_an2yk58","1","Dalbergia calderonii","Present","30x30m",NA
"115",115,73,"main","group_an2yk58","15","Heamatoxylum campechianum","Present","30x30m",NA
"116",116,73,"main","group_an2yk58","3","Platymisciun dimhorphan","Present","30x30m",NA
"117",117,73,"main","group_an2yk58","1","Sapindus saponaria","Present","30x30m",NA
"118",118,73,"main","group_an2yk58","1","Enterolabium cyclocarpum","Present","30x30m",NA
"119",119,73,"main","group_an2yk58","7","Cochlospermum vitifolium","Present","30x30m",NA
"120",120,73,"main","group_an2yk58","1","Psidium sartorianum","Present","30x30m",NA
"121",121,73,"main","group_an2yk58","1","Gliricidia sepium","Present","30x30m",NA
"122",122,73,"main","group_an2yk58","1","Trichilia trifolia","Present","30x30m",NA
"123",123,73,"main","group_an2yk58","1","Cedrela odorata","Present","30x30m",NA
"124",124,73,"main","group_an2yk58","1","Heamatoxylum campechianum","Present","30x30m",NA
"125",125,73,"main","group_an2yk58","1","Acacia caven","Present","30x30m",NA
"126",126,73,"main","group_an2yk58","5","Conostegia xalapensis","Present","30x30m",NA
"127",127,73,"main","group_an2yk58","1","Crescentia cujete","Present","30x30m",NA
"128",128,74,"main","group_an2yk58","12","Quercus rugoza nee","Present","30x30m",NA
"129",129,74,"main","group_an2yk58","6","Acacia caven","Present","30x30m",NA
"130",130,74,"main","group_an2yk58","3","Guazuma ulmifolia","Present","30x30m",NA
"131",131,74,"main","group_an2yk58","3","Brysonima crassifolia","Present","30x30m",NA
"132",132,74,"main","group_an2yk58","2","Cochlospermum vitifolium","Present","30x30m",NA
"133",133,74,"main","group_an2yk58","3","Bursera copallifera","Present","30x30m",NA
"134",134,74,"main","group_an2yk58","1","Heamatoxylum campechianum","Present","30x30m",NA
"135",135,74,"main","group_an2yk58","1","Erythrina coralloides","Present","30x30m",NA
"136",136,74,"main","group_an2yk58","1","Diphysa americana","Present","30x30m",NA
"137",137,74,"main","group_an2yk58","3","Chrysophyllum cainito","Present","30x30m",NA
"138",138,74,"main","group_an2yk58","1","Bursera simaruba","Present","30x30m",NA
"139",139,75,"main","group_an2yk58","2","Quercus rugosa nee","Present","30x30m",NA
"140",140,75,"main","group_an2yk58","3","Cedrela odorata","Present","30x30m",NA
"141",141,75,"main","group_an2yk58","3","Enterolobium cyclocarpum","Present","30x30m",NA
"142",142,75,"main","group_an2yk58","4","Bursera simaruba","Present","30x30m",NA
"143",143,75,"main","group_an2yk58","1","Heamatoxylum campechianum","Present","30x30m",NA
"144",144,75,"main","group_an2yk58","1","Ficus petiolaris","Present","30x30m",NA
"145",145,76,"main","group_an2yk58","16","Quercus rugosa nee","Present","30x30m",NA
"146",146,76,"main","group_an2yk58","3","Pinus oocarpa","Present","30x30m",NA
"147",147,77,"main","group_an2yk58","9","Quercus rugosa nee","Present","30x30m",NA
"148",148,77,"main","group_an2yk58","4","Acacia caven","Present","30x30m",NA
"149",149,77,"main","group_an2yk58","1","Heamatoxylum campechianum","Present","30x30m",NA
"150",150,77,"main","group_an2yk58","3","Brysonima crassifolia","Present","30x30m",NA
"151",151,77,"main","group_an2yk58","1","Bursera copallifera","Present","30x30m",NA
"152",152,78,"main","group_an2yk58","11","Quercus rugosa nee","Present","30x30m",NA
"153",153,78,"main","group_an2yk58","3","Pinus oocarpa","Present","30x30m",NA
"154",154,79,"main","group_an2yk58","15","Quercus rugoza nee","Present","30x30m",NA
"155",155,79,"main","group_an2yk58","14","Pinus oocarpa schil de var","Present","30x30m",NA
"156",156,80,"main","group_an2yk58","2","Quercus rugosa nee","Present","30x30m",NA
"157",157,80,"main","group_an2yk58","12","Pinus oocarpa","Present","30x30m",NA
"158",158,81,"main","group_an2yk58","7","Pinus oocarpa","Present","30x30m",NA
"159",159,81,"main","group_an2yk58","3","Quercus rugosa nee","Present","30x30m",NA
"160",160,81,"main","group_an2yk58","8","Acacia caven","Present","30x30m",NA
"161",161,82,"main","group_an2yk58","10","Quercus rugosa nee","Present","30x30m",NA
"162",162,82,"main","group_an2yk58","5","Erythrina coralloides","Present","30x30m",NA
"163",163,82,"main","group_an2yk58","5","Bursera simaruba","Present","30x30m",NA
"164",164,82,"main","group_an2yk58","2","Heamatoxylum campechianum","Present","30x30m",NA
"165",165,82,"main","group_an2yk58","2","Cochlospermum vitifolium","Present","30x30m",NA
"166",166,82,"main","group_an2yk58","1","Lonchocarpus rugosus","Present","30x30m",NA
"167",167,82,"main","group_an2yk58","1","Bursera simaruba","Present","30x30m",NA
"168",168,82,"main","group_an2yk58","1","Ceiba pentandra","Present","30x30m",NA
"169",169,82,"main","group_an2yk58","1","Bursera copallifera","Present","30x30m",NA
"170",170,83,"main","group_an2yk58","15","Quercus rugosa","Present","30x30m",NA
"171",171,83,"main","group_an2yk58","1","Heamatoxylum campechianum","Present","30x30m",NA
"172",172,83,"main","group_an2yk58","3","Spondia mombin","Present","30x30m",NA
"173",173,83,"main","group_an2yk58","4","Cedrela odorate","Present","30x30m",NA
"174",174,83,"main","group_an2yk58","1","Spondias mombin","Present","30x30m",NA
"175",175,83,"main","group_an2yk58","2","Enterolobium ciclocarpum","Present","30x30m",NA
"176",176,83,"main","group_an2yk58","2","Perymenium grande","Present","30x30m",NA
"177",177,84,"main","group_an2yk58","18","Quercus rugosa","Present","30x30m",NA
"178",178,84,"main","group_an2yk58","1","Acacia caven","Present","30x30m",NA
"179",179,84,"main","group_an2yk58","2","Acacia caven","Present","30x30m",NA
"180",180,84,"main","group_an2yk58","2","Bursera simaruba","Present","30x30m",NA
"181",181,84,"main","group_an2yk58","1","Brysonima  crassifolia","Present","30x30m",NA
"182",182,84,"main","group_an2yk58","1","Cochlospermum vitifolium","Present","30x30m",NA
"183",183,85,"main","group_an2yk58","7","Quercus  rugosa","Present","30x30m",NA
"184",184,85,"main","group_an2yk58","3","Cojoba  arborea","Present","30x30m",NA
"185",185,85,"main","group_an2yk58","2","Lonchocarpus rugosus","Present","30x30m",NA
"186",186,85,"main","group_an2yk58","1","Acacia caven","Present","30x30m",NA
"187",187,86,"main","group_an2yk58","8","Quercus rugosa","Present","30x30m",NA
"188",188,86,"main","group_an2yk58","1","Bursera simaruba","Present","30x30m",NA
"189",189,86,"main","group_an2yk58","1","Acacia caven","Present","30x30m",NA
"190",190,87,"main","group_an2yk58","7","Quercus rugosa","Present","30x30m",NA
"191",191,87,"main","group_an2yk58","2","Pinus oocarpa","Present","30x30m",NA
"192",192,87,"main","group_an2yk58","1","Brysonima crassifolia","Present","30x30m",NA
"193",193,88,"main","group_an2yk58","5","Quercus rugosa","Present","30x30m",NA
"194",194,88,"main","group_an2yk58","2","Enterolobium ciclocarpum","Present","30x30m",NA
"195",195,89,"main","group_an2yk58","10","Quercus rugosa","Present","30x30m",NA
"196",196,89,"main","group_an2yk58","1","Chrysophyllum cainito","Present","30x30m",NA
"197",197,89,"main","group_an2yk58","2","Brysonima crassifolia","Present","30x30m",NA
"198",198,89,"main","group_an2yk58","2","Acacia caven","Present","30x30m",NA
"199",199,90,"main","group_an2yk58","8","Bursera simaruba","Present","30x30m",NA
"200",200,90,"main","group_an2yk58","4","Cochlolospermun vitifolium","Present","30x30m",NA
"201",201,90,"main","group_an2yk58","3","Guatemala ulmifolia","Present","30x30m",NA
"202",202,90,"main","group_an2yk58","3","Heamatoxylum campechianum","Present","30x30m",NA
"203",203,90,"main","group_an2yk58","4","Bursera simaruba","Present","30x30m",NA
"204",204,90,"main","group_an2yk58","4","Malpiguia glabra","Present","30x30m",NA
"205",205,91,"main","group_an2yk58","1","Acacia caven","Present","30x30m",NA
"206",206,91,"main","group_an2yk58","2","Brysonima crassifolia","Present","30x30m",NA
"207",207,91,"main","group_an2yk58","18","Quercus rugosa","Present","30x30m",NA
"208",208,91,"main","group_an2yk58","7","Cochlospermum vitafolium","Present","30x30m",NA
"209",209,92,"main","group_an2yk58","11","Quercus rugosa","Present","30x30m",NA
"210",210,92,"main","group_an2yk58","1","Brysonima crassifolia","Present","30x30m",NA
"211",211,92,"main","group_an2yk58","1","Bursera copallifera","Present","30x30m",NA
"212",212,92,"main","group_an2yk58","1","Acacia caven","Present","30x30m",NA
"213",213,92,"main","group_an2yk58","1","Leucaena esculenta","Present","30x30m",NA
"214",214,93,"main","group_an2yk58","12","Quercus rugosa","Present","30x30m",NA
"215",215,93,"main","group_an2yk58","1","Brysonima crassifolia","Present","30x30m",NA
"216",216,93,"main","group_an2yk58","6","Pinus oocarpa","Present","30x30m",NA
"217",217,94,"main","group_an2yk58","8","Inga vera","Present","30x30m",NA
"218",218,94,"main","group_an2yk58","2","Ternstroemia sylvatica","Present","30x30m",NA
"219",219,94,"main","group_an2yk58","1","Prunus salicifolia","Present","30x30m",NA
"220",220,95,"main","group_an2yk58","7","Inga vera","Present","30x30m",NA
"221",221,95,"main","group_an2yk58","1","Psidium guajava","Present","30x30m",NA
"222",222,95,"main","group_an2yk58","1","Ternstroemia sylvatica","Present","30x30m",NA
"223",223,95,"main","group_an2yk58","2","Vernonia patens","Present","30x30m",NA
"224",224,95,"main","group_an2yk58","1","Diphysa americana","Present","30x30m",NA
"225",225,96,"main","group_an2yk58","2","Inga vera","Present","30x30m",NA
"226",226,96,"main","group_an2yk58","6","Vernonia patens","Present","30x30m",NA
"227",227,96,"main","group_an2yk58","1","Cupressus lusitanica var lindleyi","Present","30x30m",NA
"228",228,96,"main","group_an2yk58","1","Prunus salicifolia","Present","30x30m",NA
"229",229,96,"main","group_an2yk58",NA,NA,"Present","30x30m",NA
"230",230,97,"main","group_an2yk58","10","Inga vera","Present","30x30m",NA
"231",231,98,"main","group_an2yk58","1","Prunus salicifolia","Present","30x30m",NA
"232",232,98,"main","group_an2yk58","3","Ternstroemia sylvatica","Present","30x30m",NA
"233",233,98,"main","group_an2yk58","6","Inga vera","Present","30x30m",NA
"234",234,98,"main","group_an2yk58","1","Citrus x aurantiifolia","Present","30x30m",NA
"235",235,98,"main","group_an2yk58","1","Inga edulis","Present","30x30m",NA
"236",236,98,"main","group_an2yk58","3","Persea americana","Present","30x30m",NA
"237",237,98,"main","group_an2yk58","2","Diphysa americana","Present","30x30m",NA
"238",238,98,"main","group_an2yk58","1","Pseudosmodingium multifolium","Present","30x30m",NA
"239",239,98,"main","group_an2yk58","1","Ternstroemia luquillensis","Present","30x30m",NA
"240",240,98,"main","group_an2yk58",NA,NA,"Present","30x30m",NA
"241",241,99,"main","group_an2yk58","7","Inga vera","Present","30x30m",NA
"242",242,99,"main","group_an2yk58","1","Psidium guajava","Present","30x30m",NA
"243",243,99,"main","group_an2yk58","2","Vernonia patens","Present","30x30m",NA
"244",244,99,"main","group_an2yk58","2","Verbesina myrioephala","Present","30x30m",NA
"245",245,99,"main","group_an2yk58","4","Platanus mexicana moric","Present","30x30m",NA
"246",246,99,"main","group_an2yk58","1","Mangifera indica","Present","30x30m",NA
"247",247,100,"main","group_an2yk58","8","Inga vera","Present","30x30m",NA
"248",248,100,"main","group_an2yk58","2","Persea americana","Present","30x30m",NA
"249",249,100,"main","group_an2yk58","1","Diphysa americana","Present","30x30m",NA
"250",250,100,"main","group_an2yk58","1","Acacia collinsii","Present","30x30m",NA
"251",251,100,"main","group_an2yk58","1","Vijao","Present","30x30m",NA
"252",252,101,"main","group_an2yk58","1","Pronus solicifolia","Present","30x30m",NA
"253",253,101,"main","group_an2yk58","7","Inga vera","Present","30x30m",NA
"254",254,101,"main","group_an2yk58","1","Vijao","Present","30x30m",NA
"255",255,101,"main","group_an2yk58","3","Inga edulis","Present","30x30m",NA
"256",256,102,"main","group_an2yk58","8","Inga vera","Present","30x30m",NA
"257",257,102,"main","group_an2yk58","1","Inga edulis","Present","30x30m",NA
"258",258,102,"main","group_an2yk58","1","Ternstroemia sylvatica","Present","30x30m",NA
"259",259,103,"main","group_an2yk58","9","Inga vera","Present","30x30m",NA
"260",260,103,"main","group_an2yk58","4","Inga edulis","Present","30x30m",NA
"261",261,103,"main","group_an2yk58","2","Ternstroemia sylvatica","Present","30x30m",NA
"262",262,104,"main","group_an2yk58","2","Manga","Present","30x30m",NA
"263",263,104,"main","group_an2yk58","2","Folha composta","Present","30x30m",NA
"264",264,104,"main","group_an2yk58","1","Anonacea","Present","30x30m",NA
"265",1,41,"main","group_ka7vj63","2","Avicenna Marina","Present","3x3m within 30x30m",NA
"266",2,42,"main","group_ka7vj63","3","Avicennia marina","Present","3x3m within 30x30m",NA
"267",3,43,"main","group_ka7vj63","12","Avicennia marina","Present","3x3m within 30x30m",NA
"268",4,44,"main","group_ka7vj63","7","Avicennia marina (<130cm)","Present","3x3m within 30x30m",NA
"269",5,45,"main","group_ka7vj63","1","Buchanania arborescens (Blume)","Present","3x3m within 30x30m",NA
"270",6,45,"main","group_ka7vj63","2","Terminalia microcarpa","Present","3x3m within 30x30m",NA
"271",7,45,"main","group_ka7vj63","1","Garcinia forbesii","Present","3x3m within 30x30m",NA
"272",8,45,"main","group_ka7vj63","2","Litsea glutinosa","Present","3x3m within 30x30m",NA
"273",9,45,"main","group_ka7vj63","1","Syzygium costulatum","Present","3x3m within 30x30m",NA
"274",10,45,"main","group_ka7vj63","1","Guioa pleuropteris","Present","3x3m within 30x30m",NA
"275",11,46,"main","group_ka7vj63","1","Terminalia microcarpa","Present","3x3m within 30x30m",NA
"276",12,46,"main","group_ka7vj63","2","Azadirachta excelsa","Present","3x3m within 30x30m",NA
"277",13,47,"main","group_ka7vj63","3","Tritaxis malayana","Present","3x3m within 30x30m",NA
"278",14,47,"main","group_ka7vj63","1","Aglaia luzoniensis","Present","3x3m within 30x30m",NA
"279",15,47,"main","group_ka7vj63","1","Neonauclea formicaria","Present","3x3m within 30x30m",NA
"280",16,48,"main","group_ka7vj63","1","Artocarpus blancoi","Present","3x3m within 30x30m",NA
"281",17,48,"main","group_ka7vj63","1","Mussaenda philippica","Present","3x3m within 30x30m",NA
"282",18,48,"main","group_ka7vj63","1","Garcinia forbesii","Present","3x3m within 30x30m",NA
"283",19,49,"main","group_ka7vj63","3","Alangium javanicum","Present","3x3m within 30x30m",NA
"284",20,49,"main","group_ka7vj63","1","Drypetes grandifolia","Present","3x3m within 30x30m",NA
"285",21,49,"main","group_ka7vj63","1","Macaranga tanarius","Present","3x3m within 30x30m",NA
"286",22,49,"main","group_ka7vj63","1","Artocarpus ovatus","Present","3x3m within 30x30m",NA
"287",23,53,"main","group_ka7vj63","1","D melonoxylon","planted","3x3m within 30x30m",NA
"288",24,53,"main","group_ka7vj63","1","Butea monosperma","planted","3x3m within 30x30m",NA
"289",25,54,"main","group_ka7vj63","2","Tectona grandis","planted","3x3m within 30x30m",NA
"290",26,55,"main","group_ka7vj63","3","Tectona grandis","planted","3x3m within 30x30m",NA
"291",27,56,"main","group_ka7vj63","1","Azadirachta indica","naturally_regenerating","3x3m within 30x30m",NA
"292",28,57,"main","group_ka7vj63","5","Artocarpus blancoi  (Elmer) Merr.","Present","3x3m within 30x30m",NA
"293",29,57,"main","group_ka7vj63","1","Alstonia scholaris (L.)","Present","3x3m within 30x30m",NA
"294",30,57,"main","group_ka7vj63","2","Myristica philippinensis","Present","3x3m within 30x30m",NA
"295",31,57,"main","group_ka7vj63","3","Intsia bijuga","Present","3x3m within 30x30m",NA
"296",32,57,"main","group_ka7vj63","1","Terminalia calamansanai","Present","3x3m within 30x30m",NA
"297",33,57,"main","group_ka7vj63","1","Pometia pinnata","Present","3x3m within 30x30m",NA
"298",34,57,"main","group_ka7vj63","2","Canarium asperum","Present","3x3m within 30x30m",NA
"299",35,57,"main","group_ka7vj63","3","Alangium javanicum","Present","3x3m within 30x30m",NA
"300",36,57,"main","group_ka7vj63","2","Ficus nota","Present","3x3m within 30x30m",NA
"301",37,58,"main","group_ka7vj63","1","Buchanania arborescens (Blume)","Present","3x3m within 30x30m",NA
"302",38,58,"main","group_ka7vj63","2","Terminalia calamansanai","Present","3x3m within 30x30m",NA
"303",39,58,"main","group_ka7vj63","1","Garcinia forbesii","Present","3x3m within 30x30m",NA
"304",40,58,"main","group_ka7vj63","1","Syzygium costulatum","Present","3x3m within 30x30m",NA
"305",41,58,"main","group_ka7vj63","1","Litsea glutinosa","Present","3x3m within 30x30m",NA
"306",42,58,"main","group_ka7vj63","1","Guioa pleuropteris","Present","3x3m within 30x30m",NA
"307",43,64,"main","group_ka7vj63","3","Coffea arabica","Present","3x3m within 30x30m",NA
"308",44,65,"main","group_ka7vj63","4","Café","Present","3x3m within 30x30m",NA
"309",45,66,"main","group_ka7vj63","1","Eriobptrya Japonica","Present","3x3m within 30x30m",NA
"310",46,66,"main","group_ka7vj63","3","Coffea arabica","Present","3x3m within 30x30m",NA
"311",47,67,"main","group_ka7vj63","2","Terminalia calamansanai","Present","3x3m within 30x30m",NA
"312",48,67,"main","group_ka7vj63","1","Vitex Sp.","Present","3x3m within 30x30m",NA
"313",49,67,"main","group_ka7vj63","2","Alangium javanicum","Present","3x3m within 30x30m",NA
"314",50,68,"main","group_ka7vj63","1","Brosimum alicastrum","Present","3x3m within 30x30m",NA
"315",51,69,"main","group_ka7vj63","1","Persea caerulea","Present","3x3m within 30x30m",NA
"316",52,69,"main","group_ka7vj63","2","Brosimum alicastrum","Present","3x3m within 30x30m",NA
"317",53,69,"main","group_ka7vj63","1","Malpighia glabra","Present","3x3m within 30x30m",NA
"318",54,70,"main","group_ka7vj63","2","Quercus rugosa nee","Present","3x3m within 30x30m",NA
"319",55,71,"main","group_ka7vj63","3","Quercus rugosa nee","Present","3x3m within 30x30m",NA
"320",56,72,"main","group_ka7vj63","1","Brysonima crassifolia","Present","3x3m within 30x30m",NA
"321",57,72,"main","group_ka7vj63","1","Acacia caven","Present","3x3m within 30x30m",NA
"322",58,73,"main","group_ka7vj63","1","Conostegia xalapensis","Present","3x3m within 30x30m",NA
"323",59,74,"main","group_ka7vj63","1","Guazuma ulmifolia","Present","3x3m within 30x30m",NA
"324",60,74,"main","group_ka7vj63","3","Platymisciun dimhorphan donn.sm.","Present","3x3m within 30x30m",NA
