OBJECTID *,Shape *,Site_ID,Country,Org_Name,Site_Name,MERGE_SRC,Site Area (ha),Shape_Length,Shape_Area
494,Polygon ZM,"1,021",Colombia,CI COLOMBIA,E10,MUSESI_TERRAMATCH_SEPT,0.1798,0.002912,0
495,Polygon ZM,"1,022",Colombia,CI COLOMBIA,E11,MUSESI_TERRAMATCH_SEPT,0.7022,0.003264,0.000001
496,Polygon ZM,"1,023",Colombia,CI COLOMBIA,E12,MUSESI_TERRAMATCH_SEPT,0.3002,0.002191,0
497,Polygon ZM,"1,024",Colombia,CI COLOMBIA,E13,MUSESI_TERRAMATCH_SEPT,1.2061,0.008919,0.000001
498,Polygon ZM,"1,025",Colombia,CI COLOMBIA,E14,MUSESI_TERRAMATCH_SEPT,0.0467,0.001015,0
499,Polygon ZM,"1,026",Colombia,CI COLOMBIA,E15,MUSESI_TERRAMATCH_SEPT,0.3077,0.00234,0
500,Polygon ZM,"1,027",Colombia,CI COLOMBIA,E16,MUSESI_TERRAMATCH_SEPT,1.1758,0.003985,0.000001
501,Polygon ZM,"1,028",Colombia,CI COLOMBIA,E17,MUSESI_TERRAMATCH_SEPT,0.4286,0.002491,0
502,Polygon ZM,"1,029",Colombia,CI COLOMBIA,E18,MUSESI_TERRAMATCH_SEPT,0.6842,0.003909,0.000001
503,Polygon ZM,"1,030",Colombia,CI COLOMBIA,E19,MUSESI_TERRAMATCH_SEPT,1.1246,0.004394,0.000001
504,Polygon ZM,"1,031",Colombia,CI COLOMBIA,E20,MUSESI_TERRAMATCH_SEPT,0.9266,0.003458,0.000001
505,Polygon ZM,"1,032",Colombia,CI COLOMBIA,E22,MUSESI_TERRAMATCH_SEPT,0.9037,0.003676,0.000001
506,Polygon ZM,"1,033",Colombia,CI COLOMBIA,E23,MUSESI_TERRAMATCH_SEPT,1.1165,0.005051,0.000001
507,Polygon ZM,"1,034",Colombia,CI COLOMBIA,E24,MUSESI_TERRAMATCH_SEPT,1.0243,0.004632,0.000001
508,Polygon ZM,"1,035",Colombia,CI COLOMBIA,E25,MUSESI_TERRAMATCH_SEPT,0.7276,0.004702,0.000001
509,Polygon ZM,"1,036",Colombia,CI COLOMBIA,E26,MUSESI_TERRAMATCH_SEPT,2.5333,0.008255,0.000002
510,Polygon ZM,"1,037",Colombia,CI COLOMBIA,E27,MUSESI_TERRAMATCH_SEPT,0.7773,0.003107,0.000001
511,Polygon ZM,"1,038",Colombia,CI COLOMBIA,E28,MUSESI_TERRAMATCH_SEPT,0.5705,0.002919,0
512,Polygon ZM,"1,039",Colombia,CI COLOMBIA,E29,MUSESI_TERRAMATCH_SEPT,0.3189,0.004145,0
513,Polygon ZM,"1,040",Colombia,CI COLOMBIA,E30,MUSESI_TERRAMATCH_SEPT,0.5364,0.002834,0
514,Polygon ZM,"1,041",Colombia,CI COLOMBIA,E32,MUSESI_TERRAMATCH_SEPT,0.5206,0.003023,0
515,Polygon ZM,"1,042",Colombia,CI COLOMBIA,E33,MUSESI_TERRAMATCH_SEPT,3.1275,0.007275,0.000003
516,Polygon ZM,"1,043",Colombia,CI COLOMBIA,E34,MUSESI_TERRAMATCH_SEPT,0.0588,0.001016,0
517,Polygon ZM,"1,044",Colombia,CI COLOMBIA,E35,MUSESI_TERRAMATCH_SEPT,0.3623,0.002471,0
518,Polygon ZM,"1,045",Colombia,CI COLOMBIA,E37,MUSESI_TERRAMATCH_SEPT,0.0752,0.001045,0
519,Polygon ZM,"1,046",Colombia,CI COLOMBIA,E38,MUSESI_TERRAMATCH_SEPT,1.4483,0.004431,0.000001
520,Polygon ZM,"1,047",Colombia,CI COLOMBIA,E39,MUSESI_TERRAMATCH_SEPT,0.9838,0.004374,0.000001
521,Polygon ZM,"1,048",Colombia,CI COLOMBIA,E40,MUSESI_TERRAMATCH_SEPT,0.1765,0.001592,0
522,Polygon ZM,"1,049",Colombia,CI COLOMBIA,E41,MUSESI_TERRAMATCH_SEPT,0.5776,0.006539,0
523,Polygon ZM,"1,050",Colombia,CI COLOMBIA,E42,MUSESI_TERRAMATCH_SEPT,2.9201,0.00696,0.000002
524,Polygon ZM,"1,051",Colombia,CI COLOMBIA,E45,MUSESI_TERRAMATCH_SEPT,0.2783,0.00208,0
525,Polygon ZM,"1,052",Colombia,CI COLOMBIA,E46,MUSESI_TERRAMATCH_SEPT,2.181,0.007538,0.000002
526,Polygon ZM,"1,053",Colombia,CI COLOMBIA,E47,MUSESI_TERRAMATCH_SEPT,0.416,0.008438,0
527,Polygon ZM,"1,054",Colombia,CI COLOMBIA,E48,MUSESI_TERRAMATCH_SEPT,0.4697,0.003065,0
528,Polygon ZM,"1,055",Colombia,CI COLOMBIA,E49,MUSESI_TERRAMATCH_SEPT,0.967,0.008283,0.000001
529,Polygon ZM,"1,056",Colombia,CI COLOMBIA,E50,MUSESI_TERRAMATCH_SEPT,0.2666,0.002016,0
530,Polygon ZM,"1,057",Colombia,CI COLOMBIA,E51,MUSESI_TERRAMATCH_SEPT,4.7254,0.009468,0.000004
531,Polygon ZM,"1,058",Colombia,CI COLOMBIA,F01,MUSESI_TERRAMATCH_SEPT,1.8658,0.005581,0.000002
532,Polygon ZM,"1,059",Colombia,CI COLOMBIA,F02,MUSESI_TERRAMATCH_SEPT,2.466,0.006064,0.000002
533,Polygon ZM,"1,060",Colombia,CI COLOMBIA,F03,MUSESI_TERRAMATCH_SEPT,0.5032,0.006214,0
534,Polygon ZM,"1,061",Colombia,CI COLOMBIA,F04,MUSESI_TERRAMATCH_SEPT,0.4868,0.002584,0
535,Polygon ZM,"1,062",Colombia,CI COLOMBIA,F05,MUSESI_TERRAMATCH_SEPT,1.2066,0.004153,0.000001
536,Polygon ZM,"1,064",Colombia,CI COLOMBIA,F07,MUSESI_TERRAMATCH_SEPT,2.131,0.005455,0.000002
537,Polygon ZM,"1,065",Colombia,CI COLOMBIA,F08,MUSESI_TERRAMATCH_SEPT,0.1457,0.002901,0
538,Polygon ZM,"1,066",Colombia,CI COLOMBIA,F09,MUSESI_TERRAMATCH_SEPT,0.7675,0.003851,0.000001
539,Polygon ZM,"1,067",Colombia,CI COLOMBIA,F10,MUSESI_TERRAMATCH_SEPT,0.8825,0.004138,0.000001
540,Polygon ZM,"1,068",Colombia,CI COLOMBIA,F11,MUSESI_TERRAMATCH_SEPT,3.1353,0.012941,0.000003
541,Polygon ZM,"1,069",Colombia,CI COLOMBIA,F12,MUSESI_TERRAMATCH_SEPT,0.2154,0.004562,0
542,Polygon ZM,"1,070",Colombia,CI COLOMBIA,F13,MUSESI_TERRAMATCH_SEPT,1.3399,0.004387,0.000001
543,Polygon ZM,"1,071",Colombia,CI COLOMBIA,F14,MUSESI_TERRAMATCH_SEPT,1.2789,0.005309,0.000001
544,Polygon ZM,"1,072",Colombia,CI COLOMBIA,F15,MUSESI_TERRAMATCH_SEPT,0.4308,0.003919,0
545,Polygon ZM,"1,073",Colombia,CI COLOMBIA,F16,MUSESI_TERRAMATCH_SEPT,3.6632,0.019756,0.000003
546,Polygon ZM,"1,074",Colombia,CI COLOMBIA,F17,MUSESI_TERRAMATCH_SEPT,9.1543,0.014944,0.000008
547,Polygon ZM,"1,075",Colombia,CI COLOMBIA,F18,MUSESI_TERRAMATCH_SEPT,0.5513,0.00293,0
548,Polygon ZM,"1,076",Colombia,CI COLOMBIA,F19,MUSESI_TERRAMATCH_SEPT,6.4036,0.012599,0.000005
549,Polygon ZM,"1,077",Colombia,CI COLOMBIA,F22,MUSESI_TERRAMATCH_SEPT,0.773,0.004214,0.000001
550,Polygon ZM,"1,078",Colombia,CI COLOMBIA,F24,MUSESI_TERRAMATCH_SEPT,0.9159,0.003754,0.000001
551,Polygon ZM,"1,079",Colombia,CI COLOMBIA,F26,MUSESI_TERRAMATCH_SEPT,0.3862,0.002229,0
552,Polygon ZM,"1,080",Colombia,CI COLOMBIA,F27,MUSESI_TERRAMATCH_SEPT,3.4135,0.006785,0.000003
553,Polygon ZM,"1,081",Colombia,CI COLOMBIA,F32,MUSESI_TERRAMATCH_SEPT,0.6367,0.002992,0.000001
554,Polygon ZM,"1,082",Colombia,CI COLOMBIA,F33,MUSESI_TERRAMATCH_SEPT,0.2347,0.003788,0
555,Polygon ZM,"1,083",Colombia,CI COLOMBIA,F35,MUSESI_TERRAMATCH_SEPT,0.3938,0.002373,0
556,Polygon ZM,"1,084",Colombia,CI COLOMBIA,F36,MUSESI_TERRAMATCH_SEPT,1.1542,0.004658,0.000001
557,Polygon ZM,"1,085",Colombia,CI COLOMBIA,F38,MUSESI_TERRAMATCH_SEPT,1.179,0.004628,0.000001
558,Polygon ZM,"1,086",Colombia,CI COLOMBIA,F39,MUSESI_TERRAMATCH_SEPT,0.3975,0.002354,0
559,Polygon ZM,"1,087",Colombia,CI COLOMBIA,F40,MUSESI_TERRAMATCH_SEPT,0.2984,0.002602,0
560,Polygon ZM,"1,088",Colombia,CI COLOMBIA,F43,MUSESI_TERRAMATCH_SEPT,0.319,0.002171,0
561,Polygon ZM,"1,089",Colombia,CI COLOMBIA,F45,MUSESI_TERRAMATCH_SEPT,1.4899,0.004531,0.000001
562,Polygon ZM,"1,090",Colombia,CI COLOMBIA,G01,MUSESI_TERRAMATCH_SEPT,2.1836,0.009528,0.000002
563,Polygon ZM,"1,091",Colombia,CI COLOMBIA,G03,MUSESI_TERRAMATCH_SEPT,0.1659,0.0017,0
564,Polygon ZM,"1,092",Colombia,CI COLOMBIA,G04,MUSESI_TERRAMATCH_SEPT,0.8954,0.004825,0.000001
565,Polygon ZM,"1,093",Colombia,CI COLOMBIA,G06,MUSESI_TERRAMATCH_SEPT,0.6356,0.002982,0.000001
566,Polygon ZM,"1,094",Colombia,CI COLOMBIA,G07,MUSESI_TERRAMATCH_SEPT,1.1921,0.004789,0.000001
567,Polygon ZM,"1,095",Colombia,CI COLOMBIA,G09,MUSESI_TERRAMATCH_SEPT,1.3769,0.004248,0.000001
568,Polygon ZM,"1,096",Colombia,CI COLOMBIA,G11,MUSESI_TERRAMATCH_SEPT,1.6015,0.00605,0.000001
569,Polygon ZM,"1,097",Colombia,CI COLOMBIA,G15,MUSESI_TERRAMATCH_SEPT,0.2519,0.001779,0
570,Polygon ZM,"1,098",Colombia,CI COLOMBIA,G16,MUSESI_TERRAMATCH_SEPT,3.011,0.011749,0.000002
571,Polygon ZM,"1,099",Colombia,CI COLOMBIA,G18,MUSESI_TERRAMATCH_SEPT,1.8177,0.005862,0.000002
572,Polygon ZM,"1,100",Colombia,CI COLOMBIA,G20,MUSESI_TERRAMATCH_SEPT,3.6913,0.007115,0.000003
573,Polygon ZM,"1,101",Colombia,CI COLOMBIA,G24,MUSESI_TERRAMATCH_SEPT,0.1355,0.001774,0
574,Polygon ZM,"1,102",Colombia,CI COLOMBIA,G25,MUSESI_TERRAMATCH_SEPT,1.21,0.005831,0.000001
575,Polygon ZM,"1,103",Colombia,CI COLOMBIA,G26,MUSESI_TERRAMATCH_SEPT,2.9377,0.007927,0.000002
576,Polygon ZM,"1,104",Colombia,CI COLOMBIA,H01,MUSESI_TERRAMATCH_SEPT,1.0542,0.0044,0.000001
577,Polygon ZM,"1,105",Colombia,CI COLOMBIA,H02,MUSESI_TERRAMATCH_SEPT,0.4912,0.002984,0
578,Polygon ZM,"1,106",Colombia,CI COLOMBIA,H03,MUSESI_TERRAMATCH_SEPT,0.9255,0.004088,0.000001
579,Polygon ZM,"1,107",Colombia,CI COLOMBIA,H04,MUSESI_TERRAMATCH_SEPT,2.6675,0.00594,0.000002
580,Polygon ZM,"1,108",Colombia,CI COLOMBIA,H05,MUSESI_TERRAMATCH_SEPT,1.0187,0.003678,0.000001
581,Polygon ZM,"1,109",Colombia,CI COLOMBIA,H07,MUSESI_TERRAMATCH_SEPT,0.8832,0.003805,0.000001
582,Polygon ZM,"1,110",Colombia,CI COLOMBIA,H08,MUSESI_TERRAMATCH_SEPT,0.9168,0.005319,0.000001
583,Polygon ZM,"1,111",Colombia,CI COLOMBIA,H09,MUSESI_TERRAMATCH_SEPT,1.6093,0.005349,0.000001
584,Polygon ZM,"1,113",Colombia,CI COLOMBIA,I02,MUSESI_TERRAMATCH_SEPT,0.8267,0.003385,0.000001
585,Polygon ZM,"1,114",Colombia,CI COLOMBIA,I03,MUSESI_TERRAMATCH_SEPT,1.7239,0.004726,0.000001
586,Polygon ZM,"1,115",Colombia,CI COLOMBIA,I04,MUSESI_TERRAMATCH_SEPT,1.8205,0.006994,0.000002
587,Polygon ZM,"1,116",Colombia,CI COLOMBIA,I05,MUSESI_TERRAMATCH_SEPT,1.4582,0.005525,0.000001
588,Polygon ZM,"1,117",Colombia,CI COLOMBIA,I07,MUSESI_TERRAMATCH_SEPT,1.5964,0.005728,0.000001
589,Polygon ZM,"1,118",Colombia,CI COLOMBIA,I08,MUSESI_TERRAMATCH_SEPT,1.6211,0.009388,0.000001
590,Polygon ZM,"1,119",Colombia,CI COLOMBIA,I09,MUSESI_TERRAMATCH_SEPT,1.566,0.005275,0.000001
591,Polygon ZM,"1,120",Colombia,CI COLOMBIA,I10,MUSESI_TERRAMATCH_SEPT,0.8166,0.004221,0.000001
592,Polygon ZM,"1,122",Colombia,CI COLOMBIA,I12,MUSESI_TERRAMATCH_SEPT,0.6114,0.002945,0.000001
593,Polygon ZM,"1,123",Colombia,CI COLOMBIA,I13,MUSESI_TERRAMATCH_SEPT,2.0649,0.006498,0.000002
594,Polygon ZM,"1,124",Colombia,CI COLOMBIA,I14,MUSESI_TERRAMATCH_SEPT,1.5432,0.005287,0.000001
595,Polygon ZM,"1,125",Colombia,CI COLOMBIA,I15,MUSESI_TERRAMATCH_SEPT,0.7987,0.003477,0.000001
596,Polygon ZM,"1,126",Colombia,CI COLOMBIA,I16,MUSESI_TERRAMATCH_SEPT,0.6072,0.002916,0.000001
597,Polygon ZM,"1,127",Colombia,CI COLOMBIA,I17,MUSESI_TERRAMATCH_SEPT,0.6011,0.003821,0
598,Polygon ZM,"1,128",Colombia,CI COLOMBIA,I19,MUSESI_TERRAMATCH_SEPT,2.0547,0.005533,0.000002
599,Polygon ZM,"1,129",Colombia,CI COLOMBIA,I20,MUSESI_TERRAMATCH_SEPT,1.2597,0.004745,0.000001
600,Polygon ZM,"1,130",Colombia,CI COLOMBIA,I21,MUSESI_TERRAMATCH_SEPT,0.4348,0.002342,0
601,Polygon ZM,"1,131",Colombia,CI COLOMBIA,I22,MUSESI_TERRAMATCH_SEPT,1.2984,0.005713,0.000001
602,Polygon ZM,"1,132",Colombia,CI COLOMBIA,J01,MUSESI_TERRAMATCH_SEPT,1.1294,0.006942,0.000001
603,Polygon ZM,"1,133",Colombia,CI COLOMBIA,J02,MUSESI_TERRAMATCH_SEPT,1.2445,0.004313,0.000001
604,Polygon ZM,"1,134",Colombia,CI COLOMBIA,J03,MUSESI_TERRAMATCH_SEPT,2.2877,0.005987,0.000002
605,Polygon ZM,"1,135",Colombia,CI COLOMBIA,J04,MUSESI_TERRAMATCH_SEPT,1.3578,0.005133,0.000001
606,Polygon ZM,"1,136",Colombia,CI COLOMBIA,J05,MUSESI_TERRAMATCH_SEPT,1.412,0.004714,0.000001
607,Polygon ZM,"1,137",Colombia,CI COLOMBIA,J06,MUSESI_TERRAMATCH_SEPT,1.4631,0.004804,0.000001
608,Polygon ZM,"1,138",Colombia,CI COLOMBIA,J07,MUSESI_TERRAMATCH_SEPT,1.2329,0.00448,0.000001
609,Polygon ZM,"1,139",Colombia,CI COLOMBIA,J08,MUSESI_TERRAMATCH_SEPT,1.4674,0.005526,0.000001
610,Polygon ZM,"1,140",Colombia,CI COLOMBIA,J09,MUSESI_TERRAMATCH_SEPT,1.1392,0.003843,0.000001
611,Polygon ZM,"1,141",Colombia,CI COLOMBIA,J10,MUSESI_TERRAMATCH_SEPT,0.8101,0.003452,0.000001
612,Polygon ZM,"1,142",Colombia,CI COLOMBIA,J11,MUSESI_TERRAMATCH_SEPT,1.1433,0.003852,0.000001
613,Polygon ZM,"1,143",Colombia,CI COLOMBIA,J12,MUSESI_TERRAMATCH_SEPT,1.4571,0.005678,0.000001
614,Polygon ZM,"1,144",Colombia,CI COLOMBIA,J13,MUSESI_TERRAMATCH_SEPT,1.1132,0.003881,0.000001
615,Polygon ZM,"1,145",Colombia,CI COLOMBIA,J14,MUSESI_TERRAMATCH_SEPT,0.5821,0.002817,0
616,Polygon ZM,"1,146",Colombia,CI COLOMBIA,J15,MUSESI_TERRAMATCH_SEPT,2.2473,0.006209,0.000002
617,Polygon ZM,"1,147",Colombia,CI COLOMBIA,J16,MUSESI_TERRAMATCH_SEPT,2.3681,0.01174,0.000002
618,Polygon ZM,"1,148",Colombia,CI COLOMBIA,J17,MUSESI_TERRAMATCH_SEPT,0.4274,0.002532,0
619,Polygon ZM,"1,149",Colombia,CI COLOMBIA,J18,MUSESI_TERRAMATCH_SEPT,1.2467,0.004925,0.000001
620,Polygon ZM,"1,150",Colombia,CI COLOMBIA,J19,MUSESI_TERRAMATCH_SEPT,5.425,0.010149,0.000004
621,Polygon ZM,"1,151",Colombia,CI COLOMBIA,J20,MUSESI_TERRAMATCH_SEPT,1.2105,0.005467,0.000001
622,Polygon ZM,"1,152",Colombia,CI COLOMBIA,L01,MUSESI_TERRAMATCH_SEPT,3.2049,0.010382,0.000003
623,Polygon ZM,"1,153",Colombia,CI COLOMBIA,L02,MUSESI_TERRAMATCH_SEPT,7.3085,0.009735,0.000006
624,Polygon ZM,"1,154",Colombia,CI COLOMBIA,L04,MUSESI_TERRAMATCH_SEPT,3.2415,0.006948,0.000003
625,Polygon ZM,"1,156",Colombia,CI COLOMBIA,L06,MUSESI_TERRAMATCH_SEPT,0.7148,0.0043,0.000001
626,Polygon ZM,"1,157",Colombia,CI COLOMBIA,L10,MUSESI_TERRAMATCH_SEPT,0.5462,0.003391,0
627,Polygon ZM,"1,158",Colombia,CI COLOMBIA,L11,MUSESI_TERRAMATCH_SEPT,0.7746,0.006101,0.000001
628,Polygon ZM,"1,159",Colombia,CI COLOMBIA,L14,MUSESI_TERRAMATCH_SEPT,0.4891,0.003667,0
629,Polygon ZM,"1,160",Colombia,CI COLOMBIA,L16,MUSESI_TERRAMATCH_SEPT,2.4318,0.007675,0.000002
630,Polygon ZM,"1,161",Colombia,CI COLOMBIA,L17,MUSESI_TERRAMATCH_SEPT,4.466,0.008663,0.000004
631,Polygon ZM,"1,162",Colombia,CI COLOMBIA,L18,MUSESI_TERRAMATCH_SEPT,0.572,0.005982,0
632,Polygon ZM,"1,163",Colombia,CI COLOMBIA,L19,MUSESI_TERRAMATCH_SEPT,0.3915,0.003051,0
633,Polygon ZM,"1,164",Colombia,CI COLOMBIA,L20,MUSESI_TERRAMATCH_SEPT,0.6745,0.002938,0.000001
634,Polygon ZM,"1,165",Colombia,CI COLOMBIA,L24,MUSESI_TERRAMATCH_SEPT,8.3513,0.014989,0.000007
635,Polygon ZM,"1,166",Colombia,CI COLOMBIA,L26,MUSESI_TERRAMATCH_SEPT,1.075,0.003814,0.000001
636,Polygon ZM,"1,167",Colombia,CI COLOMBIA,L27,MUSESI_TERRAMATCH_SEPT,6.2192,0.011017,0.000005
637,Polygon ZM,"1,168",Colombia,CI COLOMBIA,L28,MUSESI_TERRAMATCH_SEPT,15.2917,0.031958,0.000013
638,Polygon ZM,"1,169",Colombia,CI COLOMBIA,L29,MUSESI_TERRAMATCH_SEPT,0.9031,0.004175,0.000001
639,Polygon ZM,"1,170",Colombia,CI COLOMBIA,L30,MUSESI_TERRAMATCH_SEPT,0.8097,0.003654,0.000001
640,Polygon ZM,"1,171",Colombia,CI COLOMBIA,L32,MUSESI_TERRAMATCH_SEPT,3.733,0.009651,0.000003
641,Polygon ZM,"1,172",Colombia,CI COLOMBIA,L33,MUSESI_TERRAMATCH_SEPT,0.7824,0.003305,0.000001
642,Polygon ZM,"1,173",Colombia,CI COLOMBIA,L34,MUSESI_TERRAMATCH_SEPT,0.3401,0.002189,0
643,Polygon ZM,"1,174",Colombia,CI COLOMBIA,L36,MUSESI_TERRAMATCH_SEPT,1.9303,0.007003,0.000002
644,Polygon ZM,"1,175",Colombia,CI COLOMBIA,M01,MUSESI_TERRAMATCH_SEPT,0.306,0.00226,0
645,Polygon ZM,"1,176",Colombia,CI COLOMBIA,M02,MUSESI_TERRAMATCH_SEPT,2.2668,0.006022,0.000002
646,Polygon ZM,"1,177",Colombia,CI COLOMBIA,M03,MUSESI_TERRAMATCH_SEPT,3.1148,0.007441,0.000003
647,Polygon ZM,"1,178",Colombia,CI COLOMBIA,M04,MUSESI_TERRAMATCH_SEPT,4.0682,0.007887,0.000003
648,Polygon ZM,"1,179",Colombia,CI COLOMBIA,M05,MUSESI_TERRAMATCH_SEPT,0.4615,0.003509,0
649,Polygon ZM,"1,180",Colombia,CI COLOMBIA,M06,MUSESI_TERRAMATCH_SEPT,0.3641,0.004655,0
650,Polygon ZM,"1,181",Colombia,CI COLOMBIA,M08,MUSESI_TERRAMATCH_SEPT,0.0808,0.001136,0
651,Polygon ZM,"1,182",Colombia,CI COLOMBIA,M09,MUSESI_TERRAMATCH_SEPT,0.5017,0.004668,0
652,Polygon ZM,"1,183",Colombia,CI COLOMBIA,M10,MUSESI_TERRAMATCH_SEPT,0.4788,0.004557,0
653,Polygon ZM,"1,184",Colombia,CI COLOMBIA,M11,MUSESI_TERRAMATCH_SEPT,4.3388,0.009188,0.000004
654,Polygon ZM,"1,185",Colombia,CI COLOMBIA,M12,MUSESI_TERRAMATCH_SEPT,0.9284,0.00556,0.000001
655,Polygon ZM,"1,186",Colombia,CI COLOMBIA,M13,MUSESI_TERRAMATCH_SEPT,0.2097,0.004799,0
656,Polygon ZM,"1,187",Colombia,CI COLOMBIA,M14,MUSESI_TERRAMATCH_SEPT,0.0905,0.001191,0
657,Polygon ZM,"1,188",Colombia,CI COLOMBIA,M16,MUSESI_TERRAMATCH_SEPT,4.508,0.008995,0.000004
658,Polygon ZM,"1,189",Colombia,CI COLOMBIA,M17,MUSESI_TERRAMATCH_SEPT,1.9957,0.005648,0.000002
659,Polygon ZM,"1,190",Colombia,CI COLOMBIA,M19,MUSESI_TERRAMATCH_SEPT,0.6763,0.003233,0.000001
660,Polygon ZM,"1,191",Colombia,CI COLOMBIA,M20,MUSESI_TERRAMATCH_SEPT,1.2367,0.004022,0.000001
661,Polygon ZM,"1,192",Colombia,CI COLOMBIA,M21,MUSESI_TERRAMATCH_SEPT,0.0887,0.00135,0
662,Polygon ZM,"1,193",Colombia,CI COLOMBIA,M22,MUSESI_TERRAMATCH_SEPT,1.1331,0.004194,0.000001
663,Polygon ZM,"1,194",Colombia,CI COLOMBIA,M23,MUSESI_TERRAMATCH_SEPT,0.8776,0.00374,0.000001
664,Polygon ZM,"1,195",Colombia,CI COLOMBIA,M24,MUSESI_TERRAMATCH_SEPT,2.4063,0.006002,0.000002
665,Polygon ZM,"1,196",Colombia,CI COLOMBIA,M25,MUSESI_TERRAMATCH_SEPT,1.3442,0.006596,0.000001
666,Polygon ZM,"1,197",Colombia,CI COLOMBIA,M26,MUSESI_TERRAMATCH_SEPT,2.2521,0.006104,0.000002
667,Polygon ZM,"1,198",Colombia,CI COLOMBIA,M28,MUSESI_TERRAMATCH_SEPT,0.6235,0.003031,0.000001
668,Polygon ZM,"1,199",Colombia,CI COLOMBIA,M30,MUSESI_TERRAMATCH_SEPT,3.2919,0.010514,0.000003
669,Polygon ZM,"1,200",Colombia,CI COLOMBIA,M31,MUSESI_TERRAMATCH_SEPT,2.1638,0.005023,0.000002
670,Polygon ZM,"1,201",Colombia,CI COLOMBIA,M37,MUSESI_TERRAMATCH_SEPT,2.049,0.005445,0.000002
671,Polygon ZM,"1,202",Colombia,CI COLOMBIA,N04,MUSESI_TERRAMATCH_SEPT,1.8862,0.005354,0.000002
672,Polygon ZM,"1,226",Colombia,CI COLOMBIA,B32,MUSESI_TERRAMATCH_SEPT,1.3802,0.004346,0.000001
673,Polygon ZM,"1,227",Colombia,CI COLOMBIA,H06,MUSESI_TERRAMATCH_SEPT,0.4763,0.003454,0
674,Polygon ZM,"1,229",Colombia,CI COLOMBIA,L03,MUSESI_TERRAMATCH_SEPT,9.4735,0.015722,0.000008
675,Polygon ZM,"1,230",Colombia,CI COLOMBIA,L07,MUSESI_TERRAMATCH_SEPT,0.1093,0.00209,0
676,Polygon ZM,"1,231",Colombia,CI COLOMBIA,L13,MUSESI_TERRAMATCH_SEPT,0.0338,0.000744,0
677,Polygon ZM,"1,232",Colombia,CI COLOMBIA,L23,MUSESI_TERRAMATCH_SEPT,9.1524,0.010822,0.000008
678,Polygon ZM,"1,234",Colombia,CI COLOMBIA,L31,MUSESI_TERRAMATCH_SEPT,1.1012,0.008846,0.000001
679,Polygon ZM,"1,235",Colombia,CI COLOMBIA,L37,MUSESI_TERRAMATCH_SEPT,0.4796,0.005555,0
680,Polygon ZM,"1,237",Colombia,CI COLOMBIA,L39,MUSESI_TERRAMATCH_SEPT,4.3655,0.007341,0.000004
681,Polygon ZM,"1,238",Colombia,CI COLOMBIA,M29,MUSESI_TERRAMATCH_SEPT,0.6347,0.003274,0.000001
682,Polygon ZM,"1,239",Colombia,CI COLOMBIA,M33,MUSESI_TERRAMATCH_SEPT,0.8118,0.00327,0.000001
683,Polygon ZM,"1,240",Colombia,CI COLOMBIA,M34,MUSESI_TERRAMATCH_SEPT,4.8802,0.012894,0.000004
684,Polygon ZM,"1,241",Colombia,CI COLOMBIA,E36,MUSESI_TERRAMATCH_SEPT,1.0673,0.003904,0.000001
685,Polygon ZM,"1,242",Colombia,CI COLOMBIA,E43,MUSESI_TERRAMATCH_SEPT,1.525,0.00453,0.000001
686,Polygon ZM,"1,243",Colombia,CI COLOMBIA,E31,MUSESI_TERRAMATCH_SEPT,0.6303,0.003374,0.000001
687,Polygon ZM,"1,244",Colombia,CI COLOMBIA,F37,MUSESI_TERRAMATCH_SEPT,0.3572,0.002325,0
688,Polygon ZM,"1,411",Brazil,ISA,Fazenda Estrelinha,Batch_2_2023_Brazil_Clean,31.1064,0.118883,0.000026
689,Polygon ZM,"1,412",Brazil,ISA,Fazenda Rota do Sol - Plantio 2022,Batch_2_2023_Brazil_Clean,2.3452,0.006993,0.000002
690,Polygon ZM,"1,413",Brazil,ISA,Fazenda Lagoa Bonita - Plantio 2022,Batch_2_2023_Brazil_Clean,6.8952,0.025662,0.000006
691,Polygon ZM,"1,414",Brazil,ISA,Fazenda Jangada,ISA_2022_FAZ_JANGADA_Updated,14.3815,0.059223,0.000012
692,Polygon ZM,"1,640",Colombia,CI COLOMBIA,C10,MUSESI_TERRAMATCH_SEPT,2.1988,0.005338,0.000002
693,Polygon ZM,"1,643",Colombia,CI COLOMBIA,F28,MUSESI_TERRAMATCH_SEPT,0.9388,0.004336,0.000001
694,Polygon ZM,"1,644",Colombia,CI COLOMBIA,F29,MUSESI_TERRAMATCH_SEPT,1.652,0.004658,0.000001
695,Polygon ZM,"1,645",Colombia,CI COLOMBIA,F30,MUSESI_TERRAMATCH_SEPT,0.5591,0.002688,0
696,Polygon ZM,"1,646",Colombia,CI COLOMBIA,F31,MUSESI_TERRAMATCH_SEPT,0.554,0.002658,0
697,Polygon ZM,"1,647",Colombia,CI COLOMBIA,F34,MUSESI_TERRAMATCH_SEPT,1.1746,0.004425,0.000001
698,Polygon ZM,"1,648",Colombia,CI COLOMBIA,F41,MUSESI_TERRAMATCH_SEPT,0.2298,0.001981,0
699,Polygon ZM,"1,649",Colombia,CI COLOMBIA,F44,MUSESI_TERRAMATCH_SEPT,1.5876,0.004617,0.000001
700,Polygon ZM,"1,650",Colombia,CI COLOMBIA,G08,MUSESI_TERRAMATCH_SEPT,0.9888,0.004263,0.000001
