"_30x30_Plot_TreeIDNumber","_30X30_Plot_TreeTrunk","_30x30_Plot_TreeDBH","trunk_index","tree_index","_parent_table_name","origin_table","main_index","Species","Tree_Type","Plot_ID","Site_ID","SiteType","Plot_Size","Organization_Name","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","Restoration_Technique","Timeframe","size_class","Country"
42,1,10.4,486,391,"_30x30_Plot_Repeat","group_un3bb19",21,"Xylopia aromatica","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
43,1,17.2,487,392,"_30x30_Plot_Repeat","group_un3bb19",21,"Margaritaria nobilis","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
44,1,10.6,488,393,"_30x30_Plot_Repeat","group_un3bb19",21,"Pera glabrata","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
44,2,12.7,489,393,"_30x30_Plot_Repeat","group_un3bb19",21,"Pera glabrata","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
45,1,11.3,490,394,"_30x30_Plot_Repeat","group_un3bb19",21,"Lecythis lurida","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
46,1,12.5,491,395,"_30x30_Plot_Repeat","group_un3bb19",21,"Annona silvestris","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
47,1,16.4,492,396,"_30x30_Plot_Repeat","group_un3bb19",21,"Andira anthelmia","Present","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
1,1,12.5,493,397,"_30x30_Plot_Repeat","group_un3bb19",22,"Byrsonima sericea","Present","PRN1- 165ha","PRN1 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
2,1,15.9,494,398,"_30x30_Plot_Repeat","group_un3bb19",22,"Byrsonima sericea","Present","PRN1- 165ha","PRN1 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
3,1,10.4,495,399,"_30x30_Plot_Repeat","group_un3bb19",22,"Terminalia dichotoma","Present","PRN1- 165ha","PRN1 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
4,1,14.6,496,400,"_30x30_Plot_Repeat","group_un3bb19",22,"Byrsonima sericea","Present","PRN1- 165ha","PRN1 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
5,1,22.9,497,401,"_30x30_Plot_Repeat","group_un3bb19",22,"Byrsonima sericea","Present","PRN1- 165ha","PRN1 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
6,1,16.4,498,402,"_30x30_Plot_Repeat","group_un3bb19",22,"Byrsonima sericea","Present","PRN1- 165ha","PRN1 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
6,2,13.6,499,402,"_30x30_Plot_Repeat","group_un3bb19",22,"Byrsonima sericea","Present","PRN1- 165ha","PRN1 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
7,1,19,500,403,"_30x30_Plot_Repeat","group_un3bb19",22,"Byrsonima sericea","Present","PRN1- 165ha","PRN1 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
8,1,10.7,501,404,"_30x30_Plot_Repeat","group_un3bb19",22,"Byrsonima sericea","Present","PRN1- 165ha","PRN1 - 165ha","Restoration","30x30","GANB","Permanent","0","0","Não houve plantio","Y2.5",NA,NA
1,1,11,502,434,"_30x30_Plot_Repeat","group_un3bb19",24,"Testus Speciesus","Present","999-1","999","Restoration","30x30","EMA","Permanent","0","1","4 by 4 meters","Y0",NA,NA
1,2,14,503,434,"_30x30_Plot_Repeat","group_un3bb19",24,"Testus Speciesus","Present","999-1","999","Restoration","30x30","EMA","Permanent","0","1","4 by 4 meters","Y0",NA,NA
1,1,12,504,435,"_30x30_Plot_Repeat","group_un3bb19",24,"Anotherus testus (seeing what happens when same tree number is used)","Present","999-1","999","Restoration","30x30","EMA","Permanent","0","1","4 by 4 meters","Y0",NA,NA
2,1,16,505,436,"_30x30_Plot_Repeat","group_un3bb19",24,"Pretendus arbolus","Present","999-1","999","Restoration","30x30","EMA","Permanent","0","1","4 by 4 meters","Y0",NA,NA
3,1,6,506,437,"_30x30_Plot_Repeat","group_un3bb19",24,"Pretendus arbolus","Present","999-1","999","Restoration","30x30","EMA","Permanent","0","1","4 by 4 meters","Y0",NA,NA
1,1,11.8,507,405,"main","_30x30_Plot_Repeat",23,"Casearia sylvestris","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
2,1,10.2,508,406,"main","_30x30_Plot_Repeat",23,"Xylopia aromatica","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
3,1,10.9,509,407,"main","_30x30_Plot_Repeat",23,"Bauhinia longifolia","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
4,1,13.1,510,408,"main","_30x30_Plot_Repeat",23,"Bauhinia longifolia","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
5,1,11.9,511,409,"main","_30x30_Plot_Repeat",23,"Vismia martiniana","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
6,1,13.7,512,410,"main","_30x30_Plot_Repeat",23,"Vismia martiniana","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
7,1,10.8,513,411,"main","_30x30_Plot_Repeat",23,"Jacaranda ulei","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
8,1,11.9,514,412,"main","_30x30_Plot_Repeat",23,"Jacaranda ulei","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
9,1,10.6,515,413,"main","_30x30_Plot_Repeat",23,"Annona silvestris","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
10,1,10.5,516,414,"main","_30x30_Plot_Repeat",23,"Jacaranda ulei","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
11,1,10.7,517,415,"main","_30x30_Plot_Repeat",23,"Jacaranda ulei","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
12,1,12.9,518,416,"main","_30x30_Plot_Repeat",23,"Nectandra sp","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
13,1,13.4,519,417,"main","_30x30_Plot_Repeat",23,"Thyrsodium spruceanum","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
14,1,17,520,418,"main","_30x30_Plot_Repeat",23,"Xylopia aromatica","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
15,1,10.1,521,419,"main","_30x30_Plot_Repeat",23,"Thyrsodium spruceanum","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
16,1,13.5,522,420,"main","_30x30_Plot_Repeat",23,"Xylopia aromatica","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
17,1,11.9,523,421,"main","_30x30_Plot_Repeat",23,"Bauhinia longifolia","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
18,1,14.2,524,422,"main","_30x30_Plot_Repeat",23,"Xylopia aromatica","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
19,1,10.3,525,423,"main","_30x30_Plot_Repeat",23,"Xylopia aromatica","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
20,1,14.8,526,424,"main","_30x30_Plot_Repeat",23,"Jacaranda ulei","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
20,2,12.9,527,425,"main","_30x30_Plot_Repeat",23,"Jacaranda ulei","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
21,1,10.6,528,426,"main","_30x30_Plot_Repeat",23,"Jacaranda ulei","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
22,1,14.7,529,427,"main","_30x30_Plot_Repeat",23,"Xylopia aromatica","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
22,2,14.2,530,428,"main","_30x30_Plot_Repeat",23,"Xylopia aromatica","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
23,1,17.9,531,429,"main","_30x30_Plot_Repeat",23,"Xylopia aromatica","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
24,1,10.1,532,430,"main","_30x30_Plot_Repeat",23,"Casearia sylvestris","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
25,1,17.9,533,431,"main","_30x30_Plot_Repeat",23,"Annona silvestris","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
26,1,18.4,534,432,"main","_30x30_Plot_Repeat",23,"Attalea funifera","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
27,1,28.5,535,433,"main","_30x30_Plot_Repeat",23,"Ormosia sp","Present","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30","GANB","Permanent","0","1","Não houve plantio","Y2.5",">10cm","Brazil"
