"_30x30_Plot_TreeIDNumber","_30X30_Plot_TreeTrunk","_30x30_Plot_TreeDBH","trunk_index","tree_index","_parent_table_name","origin_table","main_index","Species","Tree_Type","Plot_ID","Site_ID","SiteType","Plot_Size","Organization_Name","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","Restoration_Technique","Timeframe","size_class","Country"
20,1,11,230,186,"_30x30_Plot_Repeat","group_un3bb19",13,"Centrolobium robustum","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
21,1,12,231,187,"_30x30_Plot_Repeat","group_un3bb19",13,"Melanoxylon brauna","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
21,2,10,232,187,"_30x30_Plot_Repeat","group_un3bb19",13,"Melanoxylon brauna","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
22,1,19.4,233,188,"_30x30_Plot_Repeat","group_un3bb19",13,"Albizia polycephalum","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
23,1,15.3,234,189,"_30x30_Plot_Repeat","group_un3bb19",13,"Andira anthelmia","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
23,2,14.4,235,189,"_30x30_Plot_Repeat","group_un3bb19",13,"Andira anthelmia","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
23,3,14,236,189,"_30x30_Plot_Repeat","group_un3bb19",13,"Andira anthelmia","Present","PControle - ENR","PControle -ENR","Control","30x30","GANB","Permanent","0","0","3x4","Y0",NA,NA
1,1,20.9,237,190,"_30x30_Plot_Repeat","group_un3bb19",14,"Byrsonima sericea","Present","P6 - ENR - 180","P6 - ENR - 180","Restoration","30x30","GANB","Permanent","0","2","4x3","Y0",NA,NA
2,1,18.2,238,191,"_30x30_Plot_Repeat","group_un3bb19",14,"Miconia sp","Present","P6 - ENR - 180","P6 - ENR - 180","Restoration","30x30","GANB","Permanent","0","2","4x3","Y0",NA,NA
1,1,18.9,239,192,"_30x30_Plot_Repeat","group_un3bb19",15,"Pera glabrata","Present","P7-ENR-180","P7-ENR-180","Restoration","30x30","GANB","Permanent","0","1","4x3","Y0",NA,NA
1,2,13.3,240,192,"_30x30_Plot_Repeat","group_un3bb19",15,"Pera glabrata","Present","P7-ENR-180","P7-ENR-180","Restoration","30x30","GANB","Permanent","0","1","4x3","Y0",NA,NA
1,3,13.4,241,192,"_30x30_Plot_Repeat","group_un3bb19",15,"Pera glabrata","Present","P7-ENR-180","P7-ENR-180","Restoration","30x30","GANB","Permanent","0","1","4x3","Y0",NA,NA
1,4,15.2,242,192,"_30x30_Plot_Repeat","group_un3bb19",15,"Pera glabrata","Present","P7-ENR-180","P7-ENR-180","Restoration","30x30","GANB","Permanent","0","1","4x3","Y0",NA,NA
1,1,12,243,193,"_30x30_Plot_Repeat","group_un3bb19",16,"Margaritaria nobilis","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
2,1,12,244,194,"_30x30_Plot_Repeat","group_un3bb19",16,"Xylopia frutescens","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
3,1,11.7,245,195,"_30x30_Plot_Repeat","group_un3bb19",16,"Tabebuia sp","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
4,1,10.5,246,196,"_30x30_Plot_Repeat","group_un3bb19",16,"Inga affinis","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
5,1,13.3,247,197,"_30x30_Plot_Repeat","group_un3bb19",16,"Annona silvestris","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
6,1,18,248,198,"_30x30_Plot_Repeat","group_un3bb19",16,"Emmotum nitens","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
6,2,15.9,249,198,"_30x30_Plot_Repeat","group_un3bb19",16,"Emmotum nitens","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
6,3,16.9,250,198,"_30x30_Plot_Repeat","group_un3bb19",16,"Emmotum nitens","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
7,1,16.2,251,199,"_30x30_Plot_Repeat","group_un3bb19",16,"Arapatiella psilophylla","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
8,1,10.2,252,200,"_30x30_Plot_Repeat","group_un3bb19",16,"Vismia martiniana","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
9,1,12.6,253,201,"_30x30_Plot_Repeat","group_un3bb19",16,"Jacaranda ulei","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
10,1,11.9,254,202,"_30x30_Plot_Repeat","group_un3bb19",16,"Jacaranda ulei","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
11,1,11.9,255,203,"_30x30_Plot_Repeat","group_un3bb19",16,"Compomanesia dichotoma","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
12,1,14.2,256,204,"_30x30_Plot_Repeat","group_un3bb19",16,"Swartzia polida","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
13,1,11.3,257,205,"_30x30_Plot_Repeat","group_un3bb19",16,"Swartzia polida","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
14,1,13,258,206,"_30x30_Plot_Repeat","group_un3bb19",16,"Swartzia polida",NA,"P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
14,2,16.5,259,206,"_30x30_Plot_Repeat","group_un3bb19",16,"Swartzia polida",NA,"P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
15,1,17.6,260,207,"_30x30_Plot_Repeat","group_un3bb19",16,"Xylopia aromatica","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
15,2,12.4,261,207,"_30x30_Plot_Repeat","group_un3bb19",16,"Xylopia aromatica","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
16,1,15.7,262,208,"_30x30_Plot_Repeat","group_un3bb19",16,"Inga affinis","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
16,2,12.9,263,208,"_30x30_Plot_Repeat","group_un3bb19",16,"Inga affinis","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
17,1,11.7,264,209,"_30x30_Plot_Repeat","group_un3bb19",16,"Jacaranda ulei","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
18,1,30.1,265,210,"_30x30_Plot_Repeat","group_un3bb19",16,"Copaífera sp","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
18,2,16.6,266,210,"_30x30_Plot_Repeat","group_un3bb19",16,"Copaífera sp","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
19,1,13,267,211,"_30x30_Plot_Repeat","group_un3bb19",16,"Xylopia aromatica","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
20,1,16.7,268,212,"_30x30_Plot_Repeat","group_un3bb19",16,"Swartzia polida","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
21,1,14.4,269,213,"_30x30_Plot_Repeat","group_un3bb19",16,"Coussapoa sp","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
22,1,15.4,270,214,"_30x30_Plot_Repeat","group_un3bb19",16,"Swartzia polida","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
23,1,12.2,271,215,"_30x30_Plot_Repeat","group_un3bb19",16,"Thyrsodium spruceanum","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
24,1,20.3,272,216,"_30x30_Plot_Repeat","group_un3bb19",16,"Xylopia aromatica","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
24,2,16.3,273,216,"_30x30_Plot_Repeat","group_un3bb19",16,"Xylopia aromatica","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
25,1,14,274,217,"_30x30_Plot_Repeat","group_un3bb19",16,"Swartzia polida","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
25,2,13.9,275,217,"_30x30_Plot_Repeat","group_un3bb19",16,"Swartzia polida","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
26,1,12.5,276,218,"_30x30_Plot_Repeat","group_un3bb19",16,"Casearia sylvestris","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
27,1,15.2,277,219,"_30x30_Plot_Repeat","group_un3bb19",16,"Inga affinis","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
28,1,12.5,278,220,"_30x30_Plot_Repeat","group_un3bb19",16,"Casearia sylvestris","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
29,1,13.5,279,221,"_30x30_Plot_Repeat","group_un3bb19",16,"Syagrus botryophora","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
30,1,10,280,222,"_30x30_Plot_Repeat","group_un3bb19",16,"Eschweilera ovata","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
31,1,11.9,281,223,"_30x30_Plot_Repeat","group_un3bb19",16,"Tabebuia sp","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
32,1,13.6,282,224,"_30x30_Plot_Repeat","group_un3bb19",16,"Thyrsodium spruceanum","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
33,1,11.2,283,225,"_30x30_Plot_Repeat","group_un3bb19",16,"Inga affinis","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
34,1,14,284,226,"_30x30_Plot_Repeat","group_un3bb19",16,"Annona silvestris","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
34,2,13.3,285,226,"_30x30_Plot_Repeat","group_un3bb19",16,"Annona silvestris","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
35,1,14,286,227,"_30x30_Plot_Repeat","group_un3bb19",16,"Annona silvestris","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
36,1,11.4,287,228,"_30x30_Plot_Repeat","group_un3bb19",16,"Lecythis lurida","Present","P10-ENR 180","P10- ENR 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
1,1,16.4,288,229,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
1,2,14.4,289,229,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
1,3,10.5,290,229,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
2,1,10,291,230,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
3,1,12.5,292,231,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
3,2,16,293,231,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
4,1,10.3,294,232,"_30x30_Plot_Repeat","group_un3bb19",17,"Randia armata","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
5,1,10.6,295,233,"_30x30_Plot_Repeat","group_un3bb19",17,"Croton floribundus","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
6,1,18.3,296,234,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
7,1,14,297,235,"_30x30_Plot_Repeat","group_un3bb19",17,"Margaritaria nobilis","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
8,1,11.4,298,236,"_30x30_Plot_Repeat","group_un3bb19",17,"Eschweilera ovata","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
9,1,14.4,299,237,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
10,1,10,300,238,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
11,1,10,301,239,"_30x30_Plot_Repeat","group_un3bb19",17,"Annona silvestris","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
12,1,10.3,302,240,"_30x30_Plot_Repeat","group_un3bb19",17,"Annona silvestris","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
13,1,11.1,303,241,"_30x30_Plot_Repeat","group_un3bb19",17,"Swartzia polida","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
13,2,14.5,304,241,"_30x30_Plot_Repeat","group_un3bb19",17,"Swartzia polida","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
14,1,17.5,305,242,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
14,2,14.3,306,242,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
14,3,10,307,242,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
15,1,16.1,308,243,"_30x30_Plot_Repeat","group_un3bb19",17,"Xylopia aromatica","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
16,1,17.3,309,244,"_30x30_Plot_Repeat","group_un3bb19",17,"Ormosia sp","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
17,1,10.5,310,245,"_30x30_Plot_Repeat","group_un3bb19",17,"Annona silvestris","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
18,1,11,311,246,"_30x30_Plot_Repeat","group_un3bb19",17,"Allophylus sericeus","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
19,1,10.6,312,247,"_30x30_Plot_Repeat","group_un3bb19",17,"Annona silvestris","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
20,1,11.9,313,248,"_30x30_Plot_Repeat","group_un3bb19",17,"Guatteria sp","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
21,1,10.2,314,249,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
22,1,14.5,315,250,"_30x30_Plot_Repeat","group_un3bb19",17,"Copaífera sp","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
23,1,14,316,251,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
23,2,10,317,251,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
24,1,13.2,318,252,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
25,1,20.1,319,253,"_30x30_Plot_Repeat","group_un3bb19",17,"Byrsonima crassifolia","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
26,1,10.2,320,254,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
27,1,10.7,321,255,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
28,1,13.2,322,256,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
29,1,10,323,257,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
30,1,13.5,324,258,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
31,1,14.2,325,259,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
32,1,16,326,260,"_30x30_Plot_Repeat","group_un3bb19",17,"Tapirira guianensis","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
33,1,14,327,261,"_30x30_Plot_Repeat","group_un3bb19",17,"Casearia sylvestris","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
34,1,13.5,328,262,"_30x30_Plot_Repeat","group_un3bb19",17,"Jacaranda ulei","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
35,1,10.4,329,263,"_30x30_Plot_Repeat","group_un3bb19",17,"Jacaranda ulei","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
35,2,12.9,330,263,"_30x30_Plot_Repeat","group_un3bb19",17,"Jacaranda ulei","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
36,1,16.4,331,264,"_30x30_Plot_Repeat","group_un3bb19",17,"Nectandra sp","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
36,2,12.9,332,264,"_30x30_Plot_Repeat","group_un3bb19",17,"Nectandra sp","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
36,3,12.7,333,264,"_30x30_Plot_Repeat","group_un3bb19",17,"Nectandra sp","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
37,1,14.2,334,265,"_30x30_Plot_Repeat","group_un3bb19",17,"Annona silvestris","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
38,1,17,335,266,"_30x30_Plot_Repeat","group_un3bb19",17,"Xylopia aromatica","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
38,1,15.6,336,266,"_30x30_Plot_Repeat","group_un3bb19",17,"Xylopia aromatica","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
39,1,10.4,337,267,"_30x30_Plot_Repeat","group_un3bb19",17,"Jacaranda ulei","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
40,1,13.4,338,268,"_30x30_Plot_Repeat","group_un3bb19",17,"Lecythis lurida","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
41,1,12.9,339,269,"_30x30_Plot_Repeat","group_un3bb19",17,"Annona silvestris","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
42,1,10.9,340,270,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
43,1,10.7,341,271,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
44,1,14.6,342,272,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
45,1,12.2,343,273,"_30x30_Plot_Repeat","group_un3bb19",17,"Syagrus botryophora","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
46,1,17.4,344,274,"_30x30_Plot_Repeat","group_un3bb19",17,"Inga subnuda","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
47,1,10.6,345,275,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
47,2,13.5,346,275,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
48,1,15.6,347,276,"_30x30_Plot_Repeat","group_un3bb19",17,"Coccoloba alnifolia","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
48,2,11.5,348,276,"_30x30_Plot_Repeat","group_un3bb19",17,"Coccoloba alnifolia","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
49,1,14.2,349,277,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
50,1,14.7,350,278,"_30x30_Plot_Repeat","group_un3bb19",17,"Annona silvestris","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
51,1,17.2,351,279,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
52,1,14.5,352,280,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
52,2,10.7,353,280,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
52,3,17.8,354,280,"_30x30_Plot_Repeat","group_un3bb19",17,"Melanoxylon brauna","Present","P10- RN 180","P10- RN 180","Restoration","30x30","GANB","Permanent","0","0","Não haverá plantio de mudas","Y0",NA,NA
1,1,11.1,355,281,"_30x30_Plot_Repeat","group_un3bb19",18,"Heisteria sp","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
2,1,15.4,356,282,"_30x30_Plot_Repeat","group_un3bb19",18,"Andira sp","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
3,1,16.5,357,283,"_30x30_Plot_Repeat","group_un3bb19",18,"Vismia latifolia","Present","P7- RN 180","P7- RN 180","Restoration","30x30","GANB","Permanent","0","0","4x3","Y0",NA,NA
