"Site_ID","Plot_ID","Species","Tree_Count","Tree_Type","size_class","Timeframe","Country","Organization_Name","SiteType","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","Restoration_Technique"
"P5 - ENR - 180","P5 - ENR - 180","Baccharis calvescens",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",22,11,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P5 - RN - 180","P5 - RN - 180","Byrsonima sericea",2,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",23,12,"main","_3x3_Subplot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Cupania oblongifolia",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",24,12,"main","_3x3_Subplot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P5 - RN - 180","P5 - RN - 180","Byrsonima verbascifolia",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",25,12,"main","_3x3_Subplot_Repeat","Permanent","0","1","Não haverá plantio de mudas"
"P6 - ENR - 180","P6 - ENR - 180","Byrsonima sericea",1,NA,NA,"Y0","Brazil","GANB","Restoration","3x3",26,14,"main","_3x3_Subplot_Repeat","Permanent","0","2","4x3"
"P7-ENR-180","P7-ENR-180","Byrsonima sericea",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",27,15,"main","_3x3_Subplot_Repeat","Permanent","0","1","4x3"
"P7-ENR-180","P7-ENR-180","Miconia albicans",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",28,15,"main","_3x3_Subplot_Repeat","Permanent","0","1","4x3"
"P10- ENR 180","P10-ENR 180","Thyrsodium spruceanum",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",29,16,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P10- ENR 180","P10-ENR 180","Randia armata",2,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",30,16,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P10- ENR 180","P10-ENR 180","Siparuna guianensis",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",31,16,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P10- ENR 180","P10-ENR 180","Inga affinis",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",32,16,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P10- ENR 180","P10-ENR 180","Pera deciplens",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",33,16,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P10- ENR 180","P10-ENR 180","Pera heteranthera",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",34,16,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P10- RN 180","P10- RN 180","Miconia sp",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",35,17,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"P10- RN 180","P10- RN 180","Casearia sylvestris",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",36,17,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"P10- RN 180","P10- RN 180","Pera heteranthera",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",37,17,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não haverá plantio de mudas"
"P7- RN 180","P7- RN 180","Heisteria ovata",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",38,18,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Pera glabrata",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",39,18,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Vismia pentagyna",2,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",40,18,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P7- RN 180","P7- RN 180","Paypayrola blanchetiana",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",41,18,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P8-ENR-180","P8-ENR-180","Handroanthus chrysotrichus",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",42,19,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P8-ENR-180","P8-ENR-180","Miconia albicans",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",43,19,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P8-ENR-180","P8-ENR-180","Myrsine ferruginea",1,"Present","1 - 9.9cm","Y0","Brazil","GANB","Restoration","3x3",44,19,"main","_3x3_Subplot_Repeat","Permanent","0","0","4x3"
"P8 RN - 165","P8RN - 165ha","Cupania oblongifolia",1,"Present","1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",45,20,"main","_3x3_Subplot_Repeat","Permanent","0","1","Não houve plantio"
"P8 RN - 165","P8RN - 165ha","Randia armata",1,"Present","1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",46,20,"main","_3x3_Subplot_Repeat","Permanent","0","1","Não houve plantio"
"P8 RN - 165","P8RN - 165ha","Pera heteranthera",1,"Present","1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",47,20,"main","_3x3_Subplot_Repeat","Permanent","0","1","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Paypayrola blanchetiana",1,"Present","1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",48,21,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não houve plantio"
"PRN3 - 165ha","PRN3 - 165ha","Handroanthus chrysotrichus",1,"Present","1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",49,21,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não houve plantio"
"PRN1 - 165ha","PRN1- 165ha","Byrsonima sericea",2,"Present","1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",50,22,"main","_3x3_Subplot_Repeat","Permanent","0","0","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Margaritaria nobilis",1,"Present","1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",51,23,"main","_3x3_Subplot_Repeat","Permanent","0","1","Não houve plantio"
"PRN4 - 165ha","PRN4 - 165ha","Angelim",1,"Present","1 - 9.9cm","Y2.5","Brazil","GANB","Restoration","3x3",52,23,"main","_3x3_Subplot_Repeat","Permanent","0","1","Não houve plantio"
"999","999-1","Tinyus treeus",7,"Present","1 - 9.9cm","Y0","Brazil","EMA","Restoration","3x3",53,24,"main","_3x3_Subplot_Repeat","Permanent","0","1","4 by 4 meters"
"999","999-1","Smallus baumus",2,"Present","1 - 9.9cm","Y0","Brazil","EMA","Restoration","3x3",54,24,"main","_3x3_Subplot_Repeat","Permanent","0","1","4 by 4 meters"
"#40_Test","40_001_Test","Sp9",4,"planted",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",1,1,"main","_30x30_Plot_Repeat_Planted_10cm","Permanent","0","0","3x2"
"#40_Test","40_001_Test","Sp10",3,"planted",">10cm","Y2.5","Brazil","GANB","Restoration","30x30",2,1,"main","_30x30_Plot_Repeat_Planted_10cm","Permanent","0","0","3x2"
"P4 - RN - 180","P4 - RN - 180","Canela de velho",2,"planted","small (planted)","Y0","Brazil","GANB","Restoration","30x30",3,9,"main","_30x30_Plot_Repeat_Planted_10cm","Permanent","0","0","Não haverá plantio"
"P4 - ENR - 180","P4 - ENR - 180","Pequi de capoeira",1,"planted","small (planted)","Y0","Brazil","GANB","Restoration","30x30",4,10,"main","_30x30_Plot_Repeat_Planted_10cm","Permanent","0","0","4x3"
"999","999-1","Plantedus treeus",16,"planted","small (planted)","Y0","Brazil","EMA","Restoration","30x30",5,24,"main","_30x30_Plot_Repeat_Planted_10cm","Permanent","0","1","4 by 4 meters"
"999","999-1","Mas plantedii",23,"planted","small (planted)","Y0","Brazil","EMA","Restoration","30x30",6,24,"main","_30x30_Plot_Repeat_Planted_10cm","Permanent","0","1","4 by 4 meters"
"777","777-1","already planted test",43,"planted","small (planted)","Y0","Brazil","EMA","Restoration","30x30",7,26,"main","_30x30_Plot_Repeat_Planted_10cm","Permanent","1","2","6x3"
"777","777-1","already planted test 2",21,"planted","small (planted)","Y0","Brazil","EMA","Restoration","30x30",8,26,"main","_30x30_Plot_Repeat_Planted_10cm","Permanent","1","2","6x3"
"888",NA,"Big Tree",16,"Present","1 - 9.9cm","Y0","Brazil","EMA","Restoration","30x30",1,25,"main","_30x30_Plot_Repeat_Census_10cm",NA,"0","2",NA
"888",NA,"Bigger Tree",14,"Present","1 - 9.9cm","Y0","Brazil","EMA","Restoration","30x30",2,25,"main","_30x30_Plot_Repeat_Census_10cm",NA,"0","2",NA
"777","777-1","little tree census test",3,"Present","1 - 9.9cm","Y0","Brazil","EMA","Restoration","30x30",3,26,"main","_30x30_Plot_Repeat_Census_10cm","Permanent","1","2","6x3"
"777","777-1","litte tree census test 2",12,"Present","1 - 9.9cm","Y0","Brazil","EMA","Restoration","30x30",4,26,"main","_30x30_Plot_Repeat_Census_10cm","Permanent","1","2","6x3"
"888",NA,"planted xmas tree",25,"planted","small (planted)","Y0","Brazil","EMA","Restoration","30x15",1,25,"main","_30x15_Plot_Repeat_Planted_10c_001",NA,"0","2",NA
