"","submitted_name","matched_name2","user_supplied_name","data_source_title","score","genus_name","family_data_out"
"408","Sorbus totminalis","Sorbus torminalis","Sorbus totminalis","Tropicos - Missouri Botanical Garden","0.75","Sorbus","Rosaceae"
"409","Spondia mombin","Spondias mombin","Spondia mombin","Tropicos - Missouri Botanical Garden","0.75","Spondias","Anacardiaceae"
"410","Spondias mombin","Spondias mombin","Spondias mombin","Tropicos - Missouri Botanical Garden","0.988","Spondias","Anacardiaceae"
"411","Swietenia foxworthyi","Swietenia","Swietenia foxworthyi","Tropicos - Missouri Botanical Garden","0.75","Swietenia","Meliaceae"
"412","Syzygium antisepticum","Syzygium antisepticum","Syzygium antisepticum","Tropicos - Missouri Botanical Garden","0.988","Syzygium","Myrtaceae"
"413","Syzygium nervosum","Syzygium nervosum","Syzygium nervosum","Tropicos - Missouri Botanical Garden","0.988","Syzygium","Myrtaceae"
"414","Talia cordata","Tilia cordata","Talia cordata","Tropicos - Missouri Botanical Garden","0.75","Tilia","Malvaceae"
"415","Taxus baccata","Taxus baccata","Taxus baccata","The International Plant Names Index","0.988","Taxus","Taxaceae"
"416","Tectona grandis","Tectona grandis","Tectona grandis","Tropicos - Missouri Botanical Garden","0.988","Tectona","Lamiaceae"
"417","Tectona grandis","Tectona grandis","Tectona grandis","Tropicos - Missouri Botanical Garden","0.988","Tectona","Lamiaceae"
"418","Tectona grandis","Tectona grandis","Tectona grandis","Tropicos - Missouri Botanical Garden","0.988","Tectona","Lamiaceae"
"419","Tectona grandis","Tectona grandis","Tectona grandis","Tropicos - Missouri Botanical Garden","0.988","Tectona","Lamiaceae"
"420","Terminalia microcarpa","Terminalia microcarpa","Terminalia microcarpa","Tropicos - Missouri Botanical Garden","0.988","Terminalia","Combretaceae"
"421","Terminalia nitens c.presl","Terminalia nitens","Terminalia nitens C.Presl","The International Plant Names Index","0.999","Terminalia","Combretaceae"
"422","Terminalia nitens C.Presl","Terminalia nitens",NA,NA,NA,"Terminalia","Combretaceae"
"423","Ternstroemia luquillensis","Ternstroemia luquillensis","Ternstroemia luquillensis","Tropicos - Missouri Botanical Garden","0.988","Ternstroemia","Pentaphylacaceae"
"424","Ternstroemia sylvatica","Ternstroemia sylvatica","Ternstroemia sylvatica","Tropicos - Missouri Botanical Garden","0.988","Ternstroemia","Pentaphylacaceae"
"425","Ternstroemia sylvatica","Ternstroemia sylvatica","Ternstroemia sylvatica","Tropicos - Missouri Botanical Garden","0.988","Ternstroemia","Pentaphylacaceae"
"426","Ternstroemia sylvatica","Ternstroemia sylvatica","Ternstroemia sylvatica","Tropicos - Missouri Botanical Garden","0.988","Ternstroemia","Pentaphylacaceae"
"427","Ternstroemia sylvatica","Ternstroemia sylvatica","Ternstroemia sylvatica","Tropicos - Missouri Botanical Garden","0.988","Ternstroemia","Pentaphylacaceae"
"428","Ternstroemia sylvstica","Ternstroemia sylvatica","Ternstroemia sylvstica","Tropicos - Missouri Botanical Garden","0.75","Ternstroemia","Pentaphylacaceae"
"429","Tibia cordata","Tilia cordata","Tibia cordata","Tropicos - Missouri Botanical Garden","0.75","Tilia","Malvaceae"
"430","Toona calantas","Toona calantas","Toona calantas","The International Plant Names Index","0.988","Toona","Meliaceae"
"431","Trichilia trifolia","Trichilia trifolia","Trichilia trifolia","Tropicos - Missouri Botanical Garden","0.988","Trichilia","Meliaceae"
"432","Ulmus mexicana","Ulmus mexicana","Ulmus mexicana","Tropicos - Missouri Botanical Garden","0.988","Ulmus","Ulmaceae"
"433","Verbesina myrioephala","Verbesina myriocephala","Verbesina myrioephala","Tropicos - Missouri Botanical Garden","0.75","Verbesina","Asteraceae"
"434","Vitex sp.","Vitex","Vitex Sp.","Tropicos - Missouri Botanical Garden","0.75","Vitex","Lamiaceae"
"435","Vitex Sp.","Vitex",NA,NA,NA,"Vitex","Lamiaceae"
"436","Autre espèce",NA,NA,NA,NA,NA,NA
"437","Beilschmedia glomerata","Beilschmiedia glomerata","Beilschmedia glomerata","Tropicos - Missouri Botanical Garden","0.75","Beilschmiedia","Lauraceae"
"438","Buchanania nitida","Buchanania nitida","Buchanania nitida","Tropicos - Missouri Botanical Garden","0.988","Buchanania","Anacardiaceae"
"439","Café","Cafe","Café","Tropicos - Missouri Botanical Garden","0.75","Cafe","Rubiaceae"
"440","Canarium asperum","Canarium asperum","Canarium asperum","Tropicos - Missouri Botanical Garden","0.988","Canarium","Burseraceae"
"441","Cochlolospermun vitifolium","Cochlolospermun vitifolium",NA,NA,NA,"Cochlolospermun","Bixaceae"
"442","Cupressus lusitanica var lindleyi","Cupressus lusitanica lindleyi","Cupressus lusitanica var lindleyi","Tropicos - Missouri Botanical Garden","0.999","Cupressus","Cupressaceae"
"443","Dalbergia calderonii","Dalbergia calderonii","Dalbergia calderonii","Tropicos - Missouri Botanical Garden","0.988","Dalbergia","Fabaceae"
"444","Dalbergia calderonii","Dalbergia calderonii","Dalbergia calderonii","Tropicos - Missouri Botanical Garden","0.988","Dalbergia","Fabaceae"
"445","Dalbergia calderonii","Dalbergia calderonii","Dalbergia calderonii","Tropicos - Missouri Botanical Garden","0.988","Dalbergia","Fabaceae"
"446","Dalbergia calderonii","Dalbergia calderonii","Dalbergia calderonii","Tropicos - Missouri Botanical Garden","0.988","Dalbergia","Fabaceae"
"447","Dehaasia triandra","Dehaasia triandra","Dehaasia triandra","Tropicos - Missouri Botanical Garden","0.988","Dehaasia","Lauraceae"
"448","Dimorphocalyx luzoniensis","Dimorphocalyx luzoniensis","Dimorphocalyx luzoniensis","Tropicos - Missouri Botanical Garden","0.988","Dimorphocalyx","Euphorbiaceae"
"449","Douglas",NA,NA,NA,NA,NA,NA
