"Organization_Name","Site_ID","count_Y0","count_Y25","count_Y5","restored_Y25","restored_Y5"
"Taotsara","1880",679.906306306306,NA,NA,NA,NA
"Taotsara","1881",6604.19298245614,NA,NA,NA,NA
"Taotsara","1882",5207.49477477477,NA,NA,NA,NA
"Taotsara","1888",NA,NA,NA,NA,NA
"Taotsara","1890",3060.17001869841,NA,NA,NA,NA
"Taotsara","1891",NA,NA,NA,NA,NA
"Taotsara","1892",20855.1183727909,NA,NA,NA,NA
"Taotsara","1897",9666.66666666667,NA,NA,NA,NA
"Taotsara","1898",2191.57581764123,NA,NA,NA,NA
"Taotsara","1899",50155.5555555556,NA,NA,NA,NA
"Taotsara","1900",9260.93117831074,NA,NA,NA,NA
"UCIRI","1285",NA,NA,NA,NA,NA
"UCIRI","1286",NA,NA,NA,NA,NA
"UCIRI","1287",NA,NA,NA,NA,NA
"UCIRI","1288",NA,NA,NA,NA,NA
"UCIRI","1289",NA,NA,NA,NA,NA
"UCIRI","1290",NA,NA,NA,NA,NA
"UCIRI","1291",NA,NA,NA,NA,NA
"UCIRI","1292",NA,NA,NA,NA,NA
"UCIRI","1293",NA,NA,NA,NA,NA
"UCIRI","1294",NA,NA,NA,NA,NA
"UCIRI","1295",NA,NA,NA,NA,NA
"UCIRI","1296",NA,NA,NA,NA,NA
"UCIRI","1297",NA,NA,NA,NA,NA
"UCIRI","1298",NA,NA,NA,NA,NA
"UCIRI","1299",NA,NA,NA,NA,NA
"UCIRI","1300",NA,NA,NA,NA,NA
"UCIRI","1302",NA,NA,NA,NA,NA
"UCIRI","1303",NA,NA,NA,NA,NA
"UCIRI","1304",NA,NA,NA,NA,NA
"UCIRI","1305",NA,NA,NA,NA,NA
"UCIRI","1306",NA,NA,NA,NA,NA
"UCIRI","1307",NA,NA,NA,NA,NA
"UCIRI","1308",NA,NA,NA,NA,NA
"UCIRI","1309",NA,NA,NA,NA,NA
"UCIRI","1310",NA,NA,NA,NA,NA
"UCIRI","1311",NA,NA,NA,NA,NA
"UCIRI","1521",NA,NA,NA,NA,NA
"UCIRI","1522",NA,NA,NA,NA,NA
"UCIRI","1526",NA,NA,NA,NA,NA
"UCIRI","1528",NA,NA,NA,NA,NA
"UCIRI","1536",NA,NA,NA,NA,NA
"UCIRI","1539",NA,NA,NA,NA,NA
"UCIRI","1541",NA,NA,NA,NA,NA
"UCIRI","1544",NA,NA,NA,NA,NA
"UCIRI","1545
",NA,NA,NA,NA,NA
"UCIRI","1546",NA,NA,NA,NA,NA
"UCIRI","1547-1",NA,NA,NA,NA,NA
"UCIRI","1548",NA,NA,NA,NA,NA
"UCIRI","1551",NA,NA,NA,NA,NA
"UCIRI","1552",NA,NA,NA,NA,NA
"UCIRI","1557",NA,NA,NA,NA,NA
