"Species","matched_name2","score","data_source_title"
"Spondia mombin","Spondias mombin",0.75,"Tropicos - Missouri Botanical Garden"
"Spondias dilsus","Spondias",0.75,"Tropicos - Missouri Botanical Garden"
"Spondias dulsis","Spondias dulcis",0.75,"Tropicos - Missouri Botanical Garden"
"Spondias mombin L.","Spondias mombin",0.999,"Tropicos - Missouri Botanical Garden"
"Spondias mombin, s.","Spondias mombin",0.988,"Tropicos - Missouri Botanical Garden"
"Spondias mombin, S.","Spondias mombin",0.988,"Tropicos - Missouri Botanical Garden"
"Spondias mombin,S.","Spondias mombin",0.988,"Tropicos - Missouri Botanical Garden"
"Spondias monbin","Spondias mombin",0.75,"Tropicos - Missouri Botanical Garden"
"Strax argenteus","Styrax argenteus",0.75,"Tropicos - Missouri Botanical Garden"
"Swietenia foxworthyi","Swietenia",0.75,"Tropicos - Missouri Botanical Garden"
"Swietenia macropylla","Swietenia macrophylla",0.75,"Tropicos - Missouri Botanical Garden"
"Syzigium aromaticum","Syzygium aromaticum",0.75,"Tropicos - Missouri Botanical Garden"
"Syzigum arromaticum","Syzygium aromaticum",NA,"Manual validation"
"Syzigum verracusum","Syzygium verrucosum",NA,"Manual validation"
"Syzygium arromaticum","Syzygium aromaticum",0.75,"Tropicos - Missouri Botanical Garden"
"Syzygium ormaticum","Syzygium",0.75,"Tropicos - Missouri Botanical Garden"
"Syzygium oromaticum","Syzygium aromaticum",0.75,"Tropicos - Missouri Botanical Garden"
"Syzygium romaticum","Syzygium aromaticum",0.75,"Tropicos - Missouri Botanical Garden"
"Syzyguim armoticum","Syzygium aromaticum",NA,"Manual validation"
"Syzyguim parkeri","Syzygium parkeri",0.75,"Tropicos - Missouri Botanical Garden"
"Tabebuia  donnell-smithii","Tabebuia donnell-smithii",0.988,"Tropicos - Missouri Botanical Garden"
"Tabebuia donnell- smithii","Tabebuia",0.75,"Tropicos - Missouri Botanical Garden"
"Tabebuia donnnell-smithii","Tabebuia donnell-smithii",0.75,"Tropicos - Missouri Botanical Garden"
"Tabebuia rose","Tabebuia rosea",0.75,"Tropicos - Missouri Botanical Garden"
"tabebuia rosea","Tabebuia rosea",0.988,"Tropicos - Missouri Botanical Garden"
"Talia cordata","Tilia cordata",0.75,"Tropicos - Missouri Botanical Garden"
"Tambourissa banoni","Tambourissa baronii",0.75,"Tropicos - Missouri Botanical Garden"
"Tambourissa madagascariensis ","Tambourissa",0.75,"Tropicos - Missouri Botanical Garden"
"Tambourissa Madagascariesis","Tambourissa madagascariensis",0.75,"Tropicos - Missouri Botanical Garden"
"Tambourissa madagasiensis","Tambourissa madagascariensis",0.75,"Tropicos - Missouri Botanical Garden"
"Tambourrissa madagascariensis","Tambourissa madagascariensis",0.75,"Tropicos - Missouri Botanical Garden"
"Taxus bacata","Taxus baccata",0.75,"Tropicos - Missouri Botanical Garden"
"TeaTheobroma cacao","Theobroma cacao",NA,"Manual validation"
"Tebebuia rosea","Tabebuia rosea",0.75,"Tropicos - Missouri Botanical Garden"
"Teobroma","Theobroma",NA,"Manual validation"
"Terminalia nitens C.Presl","Terminalia nitens",NA,NA
"Terminalia nitens c.presl","Terminalia nitens",0.999,"The International Plant Names Index"
"Ternstroemia huasteca, ternstroemia lineate","Ternstroemia huasteca",0.988,"Tropicos - Missouri Botanical Garden"
"Ternstroemia sylvstica","Ternstroemia sylvatica",0.75,"Tropicos - Missouri Botanical Garden"
"Tersntroemia lineata","Ternstroemia lineata",0.75,"Tropicos - Missouri Botanical Garden"
"Tetraberlina bifiliolata","Tetraberlinia bifoliolata",0.75,"Tropicos - Missouri Botanical Garden"
"Thecacoris madagascariens","Thecacoris madagascariensis",0.75,"Tropicos - Missouri Botanical Garden"
"Thilachium angustifolia","Thilachium angustifolium",0.75,"Tropicos - Missouri Botanical Garden"
"thilachium angustifolium","Thilachium angustifolium",NA,NA
"Thilachium angustifolium""","Thilachium angustifolium",NA,NA
"Thilachium augustifolia","Thilachium angustifolium",0.75,"Tropicos - Missouri Botanical Garden"
"Thilachuium verrucosum","Thilachium verrucosum",0.75,"The International Plant Names Index"
"Thrachylobium verrucosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Thrachylobium verrucosumqqqq","Trachylobium verrucosum",NA,"Manual validation"
"Thrachylobium verruvosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Tibia cordata","Tilia cordata",0.75,"Tropicos - Missouri Botanical Garden"
"Tréma orientalis","Trema orientalis",0.988,"Tropicos - Missouri Botanical Garden"
"Tréma orientalistes","Trema orientalis",0.75,"Tropicos - Missouri Botanical Garden"
"Trachilobium verrucosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachinodium verrucosum","Trachylobium verrucosum",NA,"Manual validation"
"Trachylobium  verrucosim","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium  verrucosum","Trachylobium verrucosum",0.988,"Tropicos - Missouri Botanical Garden"
"Trachylobium veerucosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium verracosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium verracusum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium verrecossum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium verrecosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium verricossum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium verrucosium","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium verrucosm","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium verrucossom","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium verrucossum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"trachylobium verrucosum","Trachylobium verrucosum",0.988,"Tropicos - Missouri Botanical Garden"
"Trachylobium verrucosum,","Trachylobium verrucosum",0.988,"Tropicos - Missouri Botanical Garden"
"Trachylobium verrucosum.","Trachylobium",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium verrusocum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobum verrucosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachynobium verrucocum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachynobium verrucosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachynodium verrecocum","Trachylobium verrucosum",NA,"Manual validation"
"Trachynodium verrococum","Trachylobium verrucosum",NA,"Manual validation"
"Trachynodium verrucosum","Trachydium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachyrobium verrucosa","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trachyrobium verrucosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Tracylobium verrucosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Tracylobuim verrucosum","Trachylobium verrucosum",NA,"Manual validation"
"Tranchylobium verrcosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Tranchylobium verrecossum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Tranchylobium verrecosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Tranchylobium verrucosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Transtoemia luquillensis","Ternstroemia luquillensis",NA,NA
"Trarachylobium verrucosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trchylobium verrucosum","Trachylobium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientadis","Trema orientalis",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientalys","Trema orientalis",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orietalis","Trema orientalis",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","Trema orientale",NA,"Manual validation"
"Trichilia  trifolia","Trichilia trifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Tristaniopsis decorticata (Merr.)","Tristaniopsis decorticata",NA,NA
"Tristaniopsis decorticata (merr.)","Tristaniopsis decorticata",0.988,"Tropicos - Missouri Botanical Garden"
"Tristanosis decortecata","Tristaniopsis decorticata",0.75,"Tropicos - Missouri Botanical Garden"
"Tropis racemosa","Trophis racemosa",0.75,"Tropicos - Missouri Botanical Garden"
"TTheobroma","Theobroma",NA,"Manual validation"
"Uapaca Molé","Uapaca mole",0.988,"Tropicos - Missouri Botanical Garden"
"Uapaca molé","Uapaca mole",0.988,"Tropicos - Missouri Botanical Garden"
"Uapaca Mole","Uapaca mole",0.988,"Tropicos - Missouri Botanical Garden"
"Uapaca Mole 7","Uapaca mole",0.988,"Tropicos - Missouri Botanical Garden"
"Uapaca thouarsi","Uapaca thouarsii",0.75,"Tropicos - Missouri Botanical Garden"
"Uapaka kirkiana","Uapaca kirkiana",0.75,"Tropicos - Missouri Botanical Garden"
"Uapca mole","Uapaca mole",0.75,"Tropicos - Missouri Botanical Garden"
"Vanille planifolia","Vanilla planifolia",0.75,"Tropicos - Missouri Botanical Garden"
"Verbesina myrioephala","Verbesina myriocephala",0.75,"Tropicos - Missouri Botanical Garden"
"Vitex Doniana","Vitex doniana",NA,NA
"Vitex Sp.","Vitex",NA,NA
"Vitex sp.","Vitex",0.75,"Tropicos - Missouri Botanical Garden"
"Weinmania rutembergi","Weinmannia rutenbergii",0.75,"Tropicos - Missouri Botanical Garden"
"Weinmania rutembergii","Weinmannia rutenbergii",0.75,"Tropicos - Missouri Botanical Garden"
"Weinmania rutenbergi","Weinmannia rutenbergii",0.75,"Tropicos - Missouri Botanical Garden"
"Weinmania rutenbergii","Weinmannia rutenbergii",0.75,"Tropicos - Missouri Botanical Garden"
"Wenmania","Weinmannia",NA,"Manual validation"
"White pine","Pinus strobus",NA,"Manual validation"
"Winmania runtenbergi","Weinmannia rutenbergii",NA,"Manual validation"
"Zysygium aromaticum","Syzygium aromaticum",NA,"Manual validation"
"Nixua capitata","Nuxia capitata",NA,"Manual validation"
"Sydium guajava","Psidium guajava",NA,"Manual validation"
