"project_country","species","country_name","datasetKey","scientificName","datasetTitle","status_notes","status"
"MG","Albizia lebbeck","Madagascar","baf86ad8-24ad-4603-a723-dcc9647846da",NA,"Global Register of Introduced and Invasive Species - Madagascar","potentially introduced",NA
"MG","Nuxia capitata","Madagascar",NA,NA,NA,NA,NA
"MG","Brachylaena perrieri","Madagascar",NA,NA,NA,NA,NA
"MG","Entada chrysostachys","Madagascar",NA,NA,NA,NA,NA
"MG","Phyllarthron","Madagascar",NA,NA,NA,NA,NA
"MG","Dodonaea madagascariensis","Madagascar",NA,NA,NA,NA,NA
"MG","Tabernaemontana","Madagascar",NA,NA,NA,NA,NA
"MG","Annona squamosa","Madagascar","baf86ad8-24ad-4603-a723-dcc9647846da",NA,"Global Register of Introduced and Invasive Species - Madagascar","potentially introduced",NA
"MG","Pachytrophe","Madagascar",NA,NA,NA,NA,NA
"MG","Diospyros","Madagascar",NA,NA,NA,NA,NA
"MG","Rhus","Madagascar",NA,NA,NA,NA,NA
"MG","Tambourissa","Madagascar",NA,NA,NA,NA,NA
"MG","Euphorbia tetraptera","Madagascar",NA,NA,NA,NA,NA
"MG","Ampalis madagascariensis","Madagascar",NA,NA,NA,NA,NA
"MG","Dalbergia","Madagascar",NA,NA,NA,NA,NA
"MG","Ilex mitis","Madagascar",NA,NA,NA,NA,NA
"BR","Mimosa caesalpiniifolia","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Manilkara bidentata","Brazil",NA,NA,NA,NA,NA
"BR","Aniba firmula","Brazil",NA,NA,NA,NA,NA
"BR","Micropholis venulosa","Brazil",NA,NA,NA,NA,NA
"BR","Cecropia hololeuca","Brazil",NA,NA,NA,NA,NA
"BR","Maytenus ilicifolia","Brazil",NA,NA,NA,NA,NA
"BR","Senna","Brazil",NA,NA,NA,NA,NA
"BR","Alchornea sidifolia","Brazil",NA,NA,NA,NA,NA
"BR","Cariniana estrellensis","Brazil",NA,NA,NA,NA,NA
"BR","Guapira opposita","Brazil",NA,NA,NA,NA,NA
"BR","Lecythis pisonis","Brazil",NA,NA,NA,NA,NA
"BR","Acnistus arborescens","Brazil",NA,NA,NA,NA,NA
"GT","Cedar","Guatemala",NA,NA,NA,NA,NA
"GT","Matilisguate","Guatemala",NA,NA,NA,NA,NA
"US","Quercus alba","United States",NA,NA,NA,NA,NA
"US","Liriodendron tulipifera","United States",NA,NA,NA,NA,NA
"US","Acer saccharum","United States",NA,NA,NA,NA,NA
"US","Robinia pseudoacacia","United States",NA,NA,NA,NA,NA
"US","Castanea dentata","United States",NA,NA,NA,NA,NA
"US","Acer rubrum","United States",NA,NA,NA,NA,NA
"US","Carya ovata","United States",NA,NA,NA,NA,NA
"US","Quercus prinus","United States",NA,NA,NA,NA,NA
"US","Pinus virginiana","United States",NA,NA,NA,NA,NA
"US","Pinus strobus","United States",NA,NA,NA,NA,NA
"US","Quercus rubra","United States",NA,NA,NA,NA,NA
"US","Quercus velutina","United States",NA,NA,NA,NA,NA
"US","Prunus serotina","United States",NA,NA,NA,NA,NA
"US","Carya tomentosa","United States",NA,NA,NA,NA,NA
"US","Diospyros virginiana","United States",NA,NA,NA,NA,NA
"US","Betula lenta","United States",NA,NA,NA,NA,NA
"US","Celtis occidentalis","United States",NA,NA,NA,NA,NA
"US","Morus rubra","United States",NA,NA,NA,NA,NA
"US","Platanus occidentalis","United States",NA,NA,NA,NA,NA
"US","Prunus americana","United States",NA,NA,NA,NA,NA
"US","Malus coronaria","United States",NA,NA,NA,NA,NA
"US","Corylus avellana","United States",NA,NA,NA,NA,NA
"US","Cornus racemosa","United States",NA,NA,NA,NA,NA
"US","Cornus amomum","United States",NA,NA,NA,NA,NA
"GT","Caoba","Guatemala",NA,NA,NA,NA,NA
"GT","Cedro","Guatemala",NA,NA,NA,NA,NA
"GT","pino","Guatemala",NA,NA,NA,NA,NA
"GT","Santa Maria","Guatemala",NA,NA,NA,NA,NA
"GT","Pino","Guatemala",NA,NA,NA,NA,NA
"GT","cedro","Guatemala",NA,NA,NA,NA,NA
"GT","Puno","Guatemala",NA,NA,NA,NA,NA
"GT","cipres","Guatemala",NA,NA,NA,NA,NA
"GT","encino","Guatemala",NA,NA,NA,NA,NA
"GT","Rosul","Guatemala",NA,NA,NA,NA,NA
"GT","Cipres","Guatemala",NA,NA,NA,NA,NA
"GT","Encino","Guatemala",NA,NA,NA,NA,NA
"GT","Cola","Guatemala",NA,NA,NA,NA,NA
"GT","Inga","Guatemala",NA,NA,NA,NA,NA
"GT","Cortez","Guatemala",NA,NA,NA,NA,NA
"GT","zapote de aqua","Guatemala",NA,NA,NA,NA,NA
"GT","Zapote de Agua","Guatemala",NA,NA,NA,NA,NA
"GT","caoba","Guatemala",NA,NA,NA,NA,NA
"GT","matilisguate","Guatemala",NA,NA,NA,NA,NA
"GT","santa maria","Guatemala",NA,NA,NA,NA,NA
"GT","Matilis guate","Guatemala",NA,NA,NA,NA,NA
"GT","Liquidambar","Guatemala",NA,NA,NA,NA,NA
"MG","Litchi chinensis","Madagascar",NA,NA,NA,NA,NA
"BR","Pouteria torta","Brazil",NA,NA,NA,NA,NA
"BR","Anadenanthera peregrina","Brazil",NA,NA,NA,NA,NA
"BR","Cedrela odorata","Brazil",NA,NA,NA,NA,NA
"BR","Euterpe edulis","Brazil",NA,NA,NA,NA,NA
"BR","Mimosa bimucronata","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Triplaris americana","Brazil",NA,NA,NA,NA,NA
"BR","Amburana cearensis","Brazil",NA,NA,NA,NA,NA
"BR","Copaiba","Brazil",NA,NA,NA,NA,NA
"BR","Handroanthus serratifolius","Brazil",NA,NA,NA,NA,NA
"BR","Tabebuia heterophylla","Brazil",NA,NA,NA,NA,NA
"BR","Handroanthus impetiginosus","Brazil",NA,NA,NA,NA,NA
"BR","Marica","Brazil",NA,NA,NA,NA,NA
"MG","Cajanus cajan","Madagascar","baf86ad8-24ad-4603-a723-dcc9647846da",NA,"Global Register of Introduced and Invasive Species - Madagascar","potentially introduced",NA
"BR","Handroanthus heptaphyllus","Brazil",NA,NA,NA,NA,NA
"BR","Pouteria","Brazil",NA,NA,NA,NA,NA
"BR","Euterpe precatoria","Brazil",NA,NA,NA,NA,NA
"BR","Cochlospermum vitifolium","Brazil",NA,NA,NA,NA,NA
"BR","Protium","Brazil",NA,NA,NA,NA,NA
"BR","Parahancornia fasciculata","Brazil",NA,NA,NA,NA,NA
"BR","Hymenolobium petraeum","Brazil",NA,NA,NA,NA,NA
"BR","Eugenia stipitata","Brazil",NA,NA,NA,NA,NA
"BR","Macrolobium acaciifolium","Brazil",NA,NA,NA,NA,NA
"BR","Astronium urundeuva","Brazil",NA,NA,NA,NA,NA
"BR","Garcinia gardneriana","Brazil",NA,NA,NA,NA,NA
"BR","Garcinia macrophylla","Brazil",NA,NA,NA,NA,NA
"BR","Trattinnickia rhoifolia","Brazil",NA,NA,NA,NA,NA
"BR","Mauritia flexuosa","Brazil",NA,NA,NA,NA,NA
"BR","Toulicia guianensis","Brazil",NA,NA,NA,NA,NA
"BR","Myrciaria dubia","Brazil",NA,NA,NA,NA,NA
"BR","Nectandra megapotamica","Brazil",NA,NA,NA,NA,NA
"BR","Jacaranda copaia","Brazil",NA,NA,NA,NA,NA
"BR","Bertholletia excelsa","Brazil",NA,NA,NA,NA,NA
"BR","Castilla ulei","Brazil",NA,NA,NA,NA,NA
"BR","Amburana acreana","Brazil",NA,NA,NA,NA,NA
"BR","Copaifera multijuga","Brazil",NA,NA,NA,NA,NA
"BR","Copaifera glycycarpa","Brazil",NA,NA,NA,NA,NA
"BR","Annona","Brazil",NA,NA,NA,NA,NA
"BR","Parkia","Brazil",NA,NA,NA,NA,NA
"BR","Parkia gigantocarpa","Brazil",NA,NA,NA,NA,NA
"BR","Samanea tubulosa","Brazil",NA,NA,NA,NA,NA
"BR","Apuleia leiocarpa","Brazil",NA,NA,NA,NA,NA
"BR","Bagassa guianensis","Brazil",NA,NA,NA,NA,NA
"BR","Cassia leiandra","Brazil",NA,NA,NA,NA,NA
"BR","Handroanthus","Brazil",NA,NA,NA,NA,NA
"BR","Hymenaea parvifolia","Brazil",NA,NA,NA,NA,NA
"BR","Genipa infundibuliformis","Brazil",NA,NA,NA,NA,NA
"BR","Pourouma guianensis","Brazil",NA,NA,NA,NA,NA
"BR","Terminalia tetraphylla","Brazil",NA,NA,NA,NA,NA
"BR","Schefflera morototoni","Brazil",NA,NA,NA,NA,NA
"BR","Astronium lecointei","Brazil",NA,NA,NA,NA,NA
"BR","Byrsonima crispa","Brazil",NA,NA,NA,NA,NA
"BR","Ormosia arborea","Brazil",NA,NA,NA,NA,NA
"BR","Enterolobium schomburgkii","Brazil",NA,NA,NA,NA,NA
"BR","Ceiba speciosa","Brazil",NA,NA,NA,NA,NA
"BR","Pseudobombax munguba","Brazil",NA,NA,NA,NA,NA
"BR","Pseudolmedia laevis","Brazil",NA,NA,NA,NA,NA
"BR","Parkia multijuga","Brazil",NA,NA,NA,NA,NA
"BR","Bauhinia variegata","Brazil",NA,NA,NA,NA,NA
"BR","Ochroma pyramidale","Brazil",NA,NA,NA,NA,NA
"BR","Senegalia polyphylla","Brazil",NA,NA,NA,NA,NA
"BR","Physocalymma scaberrimum","Brazil",NA,NA,NA,NA,NA
"BR","Socratea exorrhiza","Brazil",NA,NA,NA,NA,NA
"BR","Poeppigia procera","Brazil",NA,NA,NA,NA,NA
"BR","Peltogyne","Brazil",NA,NA,NA,NA,NA
"BR","Croton lechleri","Brazil",NA,NA,NA,NA,NA
"BR","Pouteria gardneri","Brazil",NA,NA,NA,NA,NA
"BR","Hevea brasiliensis","Brazil",NA,NA,NA,NA,NA
"BR","Clitoria fairchildiana","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Diplotropis purpurea","Brazil",NA,NA,NA,NA,NA
"BR","Himatanthus phagedaenicus","Brazil",NA,NA,NA,NA,NA
"BR","Tachigali guianensis","Brazil",NA,NA,NA,NA,NA
"BR","Terminalia","Brazil",NA,NA,NA,NA,NA
"BR","Couratari guianensis","Brazil",NA,NA,NA,NA,NA
"BR","Cariniana micrantha","Brazil",NA,NA,NA,NA,NA
"BR","Virola venosa","Brazil",NA,NA,NA,NA,NA
"BR","Chorisia","Brazil",NA,NA,NA,NA,NA
"BR","Sparattanthelium","Brazil",NA,NA,NA,NA,NA
"BR","xxx","Brazil",NA,NA,NA,NA,NA
"BR","Croton floribundus","Brazil",NA,NA,NA,NA,NA
"BR","Senna multijuga","Brazil",NA,NA,NA,NA,NA
"BR","Apeiba tibourbou","Brazil",NA,NA,NA,NA,NA
"BR","Senna alata","Brazil",NA,NA,NA,NA,NA
"BR","Handroanthus chrysotrichus","Brazil",NA,NA,NA,NA,NA
"BR","Protium aracouchini","Brazil",NA,NA,NA,NA,NA
"BR","Cecropia pachystachya","Brazil",NA,NA,NA,NA,NA
"BR","Arapatiella","Brazil",NA,NA,NA,NA,NA
"BR","Xylopia brasiliensis","Brazil",NA,NA,NA,NA,NA
"BR","Virola bicuhyba","Brazil",NA,NA,NA,NA,NA
"BR","Peltophorum dubium dubium","Brazil",NA,NA,NA,NA,NA
"BR","Parapiptadenia rigida","Brazil",NA,NA,NA,NA,NA
"BR","Sparattosperma leucanthum","Brazil",NA,NA,NA,NA,NA
"BR","Spondias venulosa","Brazil",NA,NA,NA,NA,NA
"BR","Paratecoma peroba","Brazil",NA,NA,NA,NA,NA
"BR","Pouteria butyrocarpa","Brazil",NA,NA,NA,NA,NA
"BR","Pradosia lactescens","Brazil",NA,NA,NA,NA,NA
"BR","Himatanthus bracteatus","Brazil",NA,NA,NA,NA,NA
"BR","Plathymenia reticulata","Brazil",NA,NA,NA,NA,NA
"BR","Xylopia sericea","Brazil",NA,NA,NA,NA,NA
"BR","Dimorphandra jorgei","Brazil",NA,NA,NA,NA,NA
"BR","Guazuma crinita","Brazil",NA,NA,NA,NA,NA
"BR","Acacia glomerosa","Brazil",NA,NA,NA,NA,NA
"BR","Psidium myrtoides","Brazil",NA,NA,NA,NA,NA
"BR","Myracrodruon urundeuva","Brazil",NA,NA,NA,NA,NA
"BR","Senna spectabilis","Brazil",NA,NA,NA,NA,NA
"BR","Psidium guayana","Brazil",NA,NA,NA,NA,NA
"US","Corylus americana","United States",NA,NA,NA,NA,NA
"KH","Crateva adansonii","Cambodia",NA,NA,NA,NA,NA
"MX","Pinus ayacahuite","Mexico",NA,NA,NA,NA,NA
"MX","Inga micheliana","Mexico",NA,NA,NA,NA,NA
"MX","Alnus acuminata","Mexico",NA,NA,NA,NA,NA
"CO","Anacardium","Colombia",NA,NA,NA,NA,NA
"KE","Guava","Kenya",NA,NA,NA,NA,NA
"CO","Arecaceae ","Colombia",NA,NA,NA,NA,NA
"CO","Crescentia cujete","Colombia",NA,NA,NA,NA,NA
"CO","Xylopia","Colombia",NA,NA,NA,NA,NA
"CO","Brownea ariza","Colombia",NA,NA,NA,NA,NA
"KE","guava","Kenya",NA,NA,NA,NA,NA
"KE","tamarids","Kenya",NA,NA,NA,NA,NA
"CO","Swietenia","Colombia",NA,NA,NA,NA,NA
"CO","Cedrela","Colombia",NA,NA,NA,NA,NA
"CO","Tabebuia","Colombia",NA,NA,NA,NA,NA
"CO","PLANTING DATA FOR NOVEMBER 2022","Colombia",NA,NA,NA,NA,NA
"CO","Schizolobium","Colombia",NA,NA,NA,NA,NA
"CO","MFSP 10","Colombia",NA,NA,NA,NA,NA
"CO","Ceiba","Colombia",NA,NA,NA,NA,NA
"CO","Cedrela montana","Colombia",NA,NA,NA,NA,NA
"CO","Cariniana","Colombia",NA,NA,NA,NA,NA
"PL","3SC Production 2.3","Poland",NA,NA,NA,NA,NA
"CG","Schizolobium parahyba","Democratic Republic of Congo","f6e7601b-3457-4a1b-b5a8-01490566a3b8",NA,"Global Register of Introduced and Invasive Species - Democratic Republic of Congo","potentially introduced",NA
"CG","Cleistopholis glauca","Democratic Republic of Congo",NA,NA,NA,NA,NA
"CG","Pterocarpus soyauxii","Democratic Republic of Congo",NA,NA,NA,NA,NA
"CG","Harungana madagascariensis","Democratic Republic of Congo",NA,NA,NA,NA,NA
"PH","Syzygium polycephaloides","Philippines",NA,NA,NA,NA,NA
"BR","Anadenanthera macrocarpa","Brazil",NA,NA,NA,NA,NA
"BR","Myrsine","Brazil",NA,NA,NA,NA,NA
"BR","Eriotheca pentaphylla","Brazil",NA,NA,NA,NA,NA
"BR","Sapotaceae","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Symphonia globulifera","Brazil",NA,NA,NA,NA,NA
"BR","Sterculia excelsa","Brazil",NA,NA,NA,NA,NA
"BR","Aegiphila integrifolia","Brazil",NA,NA,NA,NA,NA
"BR","Iochroma arborescens","Brazil",NA,NA,NA,NA,NA
"BR","Classificação superior","Brazil",NA,NA,NA,NA,NA
"BR","Centrolobium","Brazil",NA,NA,NA,NA,NA
"BR","Pachystachys","Brazil",NA,NA,NA,NA,NA
"AU","Acacia verniciflua","Australia",NA,NA,NA,NA,NA
"AU","Dodonaea viscosa angustissima","Australia",NA,NA,NA,NA,NA
"AU","Casuarina cunninghamiana","Australia",NA,NA,NA,NA,NA
"KH","Mallotus cochinchinensis","Cambodia",NA,NA,NA,NA,NA
"KH","Xanthophyllum lanceatum","Cambodia",NA,NA,NA,NA,NA
"KH","Mallotus cochichinensis","Cambodia",NA,NA,NA,NA,NA
"KH","Mallotus cochichinensis   ","Cambodia",NA,NA,NA,NA,NA
"BR","Myrsine coriacea","Brazil",NA,NA,NA,NA,NA
"BR","Chrysophyllum splendens","Brazil",NA,NA,NA,NA,NA
"BR","Cinnamomum verum","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Cinnamomum","Brazil",NA,NA,NA,NA,NA
"BR","Jacaranda mimosifolia","Brazil",NA,NA,NA,NA,NA
"BR","Abarema langsdorfii","Brazil",NA,NA,NA,NA,NA
"BR","Solanum","Brazil",NA,NA,NA,NA,NA
"BR","Sparattosperma","Brazil",NA,NA,NA,NA,NA
"BR","Tibouchina granulosa","Brazil",NA,NA,NA,NA,NA
"BR","Euphorbia heterophylla","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"AU","Acacia falciformis","Australia",NA,NA,NA,NA,NA
"AU","Acacia terminalis","Australia",NA,NA,NA,NA,NA
"AU","Daviesia leptophylla","Australia",NA,NA,NA,NA,NA
"AU","Eucalyptus globoidea","Australia",NA,NA,NA,NA,NA
"AU","Eucalyptus punctata","Australia",NA,NA,NA,NA,NA
"AU","Dodonaea viscosa spatulata","Australia",NA,NA,NA,NA,NA
"BR","Mix","Brazil",NA,NA,NA,NA,NA
"CG","Pterocarpus","Democratic Republic of Congo",NA,NA,NA,NA,NA
"CG","Maesopsis","Democratic Republic of Congo",NA,NA,NA,NA,NA
"AU","Acacia genistifolia","Australia",NA,NA,NA,NA,NA
"AU","Acacia paradoxa","Australia",NA,NA,NA,NA,NA
"AU","Acacia obtusifolia","Australia",NA,NA,NA,NA,NA
"AU","Daviesia mimosoides","Australia",NA,NA,NA,NA,NA
"AU","a","Australia",NA,NA,NA,NA,NA
"AU","Eucalyptus","Australia",NA,NA,NA,NA,NA
"AU","Acacia","Australia",NA,NA,NA,NA,NA
"AU","Allocasuarina","Australia",NA,NA,NA,NA,NA
"AU","Brachychiton","Australia",NA,NA,NA,NA,NA
"AU","Dodonaea viscosa subsp. angustissima","Australia",NA,NA,NA,NA,NA
"AU","Acacia brachybotrya","Australia",NA,NA,NA,NA,NA
"AU","Acacia oswaldii","Australia",NA,NA,NA,NA,NA
"AU","Acacia salicina","Australia",NA,NA,NA,NA,NA
"AU","Atriplex nummularia","Australia",NA,NA,NA,NA,NA
"AU","Callitris columellaris","Australia",NA,NA,NA,NA,NA
"AU","Eremophila longifolia","Australia",NA,NA,NA,NA,NA
"AU","Pittosporum angustifolium","Australia",NA,NA,NA,NA,NA
"AU","Senna artemisioides","Australia",NA,NA,NA,NA,NA
"CO","Other species","Colombia",NA,NA,NA,NA,NA
"MG","Intsia bijuga","Madagascar",NA,NA,NA,NA,NA
